manudur,atvinnugrein,fjoldi,heildarfjoldi,hlutur
2012-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",636,12124,0.052458
2012-02,Annað,1096,12124,0.090399
2012-03,Landbúnaður og skógrækt,143,11812,0.012106
2012-03,"Fiskveiðar, -eldi og -vinnsla",766,11812,0.064849
2012-03,Iðnaður,1152,11812,0.097528
2012-03,Sorp og veitur,128,11812,0.010836
2012-03,Byggingastarfsemi og mannvirkjagerð,1509,11812,0.127751
2012-03,Verslun og vöruflutningar,2251,11812,0.190569
2012-03,Farþegaflutningar með flugi,138,11812,0.011683
2012-03,Gistiþjónusta,308,11812,0.026075
2012-03,Veitingaþjónusta,552,11812,0.046732
2012-03,Ferðaþjónusta ýmis,335,11812,0.028361
2012-03,Upplýsingar og fjarskipti,347,11812,0.029377
2012-03,Fjármála- og vátryggingastarfsemi,277,11812,0.023451
2012-03,Fasteignaviðskipti,120,11812,0.010159
2012-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",324,11812,0.027430
2012-03,Ýmis þjónustustarfsemi,689,11812,0.058331
2012-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1084,11812,0.091771
2012-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",624,11812,0.052828
2012-03,Annað,1065,11812,0.090163
2012-04,Landbúnaður og skógrækt,131,10986,0.011924
2012-04,"Fiskveiðar, -eldi og -vinnsla",753,10986,0.068542
2012-04,Iðnaður,1051,10986,0.095667
2012-04,Sorp og veitur,127,10986,0.011560
2012-04,Byggingastarfsemi og mannvirkjagerð,1296,10986,0.117968
2012-04,Verslun og vöruflutningar,2117,10986,0.192700
2012-04,Farþegaflutningar með flugi,96,10986,0.008738
2012-04,Gistiþjónusta,273,10986,0.024850
2012-04,Veitingaþjónusta,521,10986,0.047424
2012-04,Ferðaþjónusta ýmis,280,10986,0.025487
2012-04,Upplýsingar og fjarskipti,335,10986,0.030493
2012-04,Fjármála- og vátryggingastarfsemi,274,10986,0.024941
2012-04,Fasteignaviðskipti,119,10986,0.010832
2012-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",315,10986,0.028673
2012-04,Ýmis þjónustustarfsemi,630,10986,0.057346
2012-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",1056,10986,0.096122
2012-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",608,10986,0.055343
2012-04,Annað,1004,10986,0.091389
2012-05,Landbúnaður og skógrækt,112,9849,0.011372
2012-05,"Fiskveiðar, -eldi og -vinnsla",697,9849,0.070769
2012-05,Iðnaður,946,9849,0.096050
2012-05,Sorp og veitur,115,9849,0.011676
2012-05,Byggingastarfsemi og mannvirkjagerð,992,9849,0.100721
2012-05,Verslun og vöruflutningar,1942,9849,0.197177
2012-05,Farþegaflutningar með flugi,61,9849,0.006194
2012-05,Gistiþjónusta,233,9849,0.023657
2012-05,Veitingaþjónusta,488,9849,0.049548
2012-05,Ferðaþjónusta ýmis,234,9849,0.023759
2012-05,Upplýsingar og fjarskipti,316,9849,0.032084
2012-05,Fjármála- og vátryggingastarfsemi,260,9849,0.026399
2012-05,Fasteignaviðskipti,110,9849,0.011169
2012-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",293,9849,0.029749
2012-05,Ýmis þjónustustarfsemi,562,9849,0.057062
2012-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",997,9849,0.101229
2012-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",562,9849,0.057062
2012-05,Annað,929,9849,0.094324
2012-06,Landbúnaður og skógrækt,93,8813,0.010553
2012-06,"Fiskveiðar, -eldi og -vinnsla",667,8813,0.075684
2012-06,Iðnaður,824,8813,0.093498
2012-06,Sorp og veitur,91,8813,0.010326
2012-06,Byggingastarfsemi og mannvirkjagerð,799,8813,0.090662
2012-06,Verslun og vöruflutningar,1765,8813,0.200272
2012-06,Farþegaflutningar með flugi,43,8813,0.004879
2012-06,Gistiþjónusta,194,8813,0.022013
2012-06,Veitingaþjónusta,454,8813,0.051515
2012-06,Ferðaþjónusta ýmis,180,8813,0.020424
2012-06,Upplýsingar og fjarskipti,287,8813,0.032566
2012-06,Fjármála- og vátryggingastarfsemi,246,8813,0.027913
2012-06,Fasteignaviðskipti,97,8813,0.011006
2012-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",256,8813,0.029048
2012-06,Ýmis þjónustustarfsemi,527,8813,0.059798
2012-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",947,8813,0.107455
2012-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",490,8813,0.055600
2012-06,Annað,853,8813,0.096789
2012-07,Landbúnaður og skógrækt,88,8692,0.010124
2012-07,"Fiskveiðar, -eldi og -vinnsla",632,8692,0.072711
2012-07,Iðnaður,776,8692,0.089277
2012-07,Sorp og veitur,83,8692,0.009549
2012-07,Byggingastarfsemi og mannvirkjagerð,744,8692,0.085596
2012-07,Verslun og vöruflutningar,1780,8692,0.204786
2012-07,Farþegaflutningar með flugi,34,8692,0.003912
2012-07,Gistiþjónusta,193,8692,0.022204
2012-07,Veitingaþjónusta,456,8692,0.052462
2012-07,Ferðaþjónusta ýmis,162,8692,0.018638
2012-07,Upplýsingar og fjarskipti,297,8692,0.034169
2012-07,Fjármála- og vátryggingastarfsemi,246,8692,0.028302
2012-07,Fasteignaviðskipti,99,8692,0.011390
2012-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",247,8692,0.028417
2012-07,Ýmis þjónustustarfsemi,526,8692,0.060515
2012-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",971,8692,0.111712
2012-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",494,8692,0.056834
2012-07,Annað,864,8692,0.099402
2012-08,Landbúnaður og skógrækt,96,8343,0.011507
2012-08,"Fiskveiðar, -eldi og -vinnsla",606,8343,0.072636
2012-08,Iðnaður,789,8343,0.094570
2012-08,Sorp og veitur,92,8343,0.011027
2012-08,Byggingastarfsemi og mannvirkjagerð,728,8343,0.087259
2012-08,Verslun og vöruflutningar,1697,8343,0.203404
2012-08,Farþegaflutningar með flugi,38,8343,0.004555
2012-08,Gistiþjónusta,192,8343,0.023013
2012-08,Veitingaþjónusta,416,8343,0.049862
2012-08,Ferðaþjónusta ýmis,159,8343,0.019058
2012-08,Upplýsingar og fjarskipti,282,8343,0.033801
2012-08,Fjármála- og vátryggingastarfsemi,239,8343,0.028647
2012-08,Fasteignaviðskipti,106,8343,0.012705
2012-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",232,8343,0.027808
2012-08,Ýmis þjónustustarfsemi,510,8343,0.061129
2012-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",886,8343,0.106197
2012-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",471,8343,0.056455
2012-08,Annað,804,8343,0.096368
2012-09,Landbúnaður og skógrækt,93,8185,0.011362
2012-09,"Fiskveiðar, -eldi og -vinnsla",596,8185,0.072816
2012-09,Iðnaður,749,8185,0.091509
2012-09,Sorp og veitur,97,8185,0.011851
2012-09,Byggingastarfsemi og mannvirkjagerð,719,8185,0.087844
2012-09,Verslun og vöruflutningar,1666,8185,0.203543
2012-09,Farþegaflutningar með flugi,63,8185,0.007697
2012-09,Gistiþjónusta,214,8185,0.026145
2012-09,Veitingaþjónusta,378,8185,0.046182
2012-09,Ferðaþjónusta ýmis,201,8185,0.024557
2012-09,Upplýsingar og fjarskipti,266,8185,0.032498
2012-09,Fjármála- og vátryggingastarfsemi,224,8185,0.027367
2012-09,Fasteignaviðskipti,104,8185,0.012706
2012-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",232,8185,0.028345
2012-09,Ýmis þjónustustarfsemi,509,8185,0.062187
2012-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",859,8185,0.104948
2012-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",472,8185,0.057666
2012-09,Annað,743,8185,0.090776
2012-10,Landbúnaður og skógrækt,92,8589,0.010711
2012-10,"Fiskveiðar, -eldi og -vinnsla",657,8589,0.076493
2012-10,Iðnaður,787,8589,0.091629
2012-10,Sorp og veitur,102,8589,0.011876
2012-10,Byggingastarfsemi og mannvirkjagerð,723,8589,0.084177
2012-10,Verslun og vöruflutningar,1716,8589,0.199790
2012-10,Farþegaflutningar með flugi,69,8589,0.008034
2012-10,Gistiþjónusta,265,8589,0.030853
2012-10,Veitingaþjónusta,409,8589,0.047619
2012-10,Ferðaþjónusta ýmis,255,8589,0.029689
2012-10,Upplýsingar og fjarskipti,259,8589,0.030155
2012-10,Fjármála- og vátryggingastarfsemi,241,8589,0.028059
2012-10,Fasteignaviðskipti,104,8589,0.012109
2012-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",238,8589,0.027710
2012-10,Ýmis þjónustustarfsemi,514,8589,0.059844
2012-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",841,8589,0.097916
2012-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",505,8589,0.058796
2012-10,Annað,812,8589,0.094540
2012-11,Landbúnaður og skógrækt,104,9057,0.011483
2012-11,"Fiskveiðar, -eldi og -vinnsla",716,9057,0.079055
2012-11,Iðnaður,851,9057,0.093960
2012-11,Sorp og veitur,101,9057,0.011152
2012-11,Byggingastarfsemi og mannvirkjagerð,801,9057,0.088440
2012-11,Verslun og vöruflutningar,1776,9057,0.196091
2012-11,Farþegaflutningar með flugi,120,9057,0.013249
2012-11,Gistiþjónusta,275,9057,0.030363
2012-11,Veitingaþjónusta,427,9057,0.047146
2012-11,Ferðaþjónusta ýmis,304,9057,0.033565
2012-11,Upplýsingar og fjarskipti,267,9057,0.029480
2012-11,Fjármála- og vátryggingastarfsemi,254,9057,0.028045
2012-11,Fasteignaviðskipti,106,9057,0.011704
2012-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",258,9057,0.028486
2012-11,Ýmis þjónustustarfsemi,514,9057,0.056752
2012-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",840,9057,0.092746
2012-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",518,9057,0.057193
2012-11,Annað,825,9057,0.091090
2012-12,Landbúnaður og skógrækt,111,9487,0.011700
2012-12,"Fiskveiðar, -eldi og -vinnsla",863,9487,0.090967
2012-12,Iðnaður,876,9487,0.092337
2012-12,Sorp og veitur,102,9487,0.010752
2012-12,Byggingastarfsemi og mannvirkjagerð,864,9487,0.091072
2012-12,Verslun og vöruflutningar,1839,9487,0.193844
2012-12,Farþegaflutningar með flugi,127,9487,0.013387
2012-12,Gistiþjónusta,288,9487,0.030357
2012-12,Veitingaþjónusta,449,9487,0.047328
2012-12,Ferðaþjónusta ýmis,308,9487,0.032465
2012-12,Upplýsingar og fjarskipti,270,9487,0.028460
2012-12,Fjármála- og vátryggingastarfsemi,265,9487,0.027933
2012-12,Fasteignaviðskipti,101,9487,0.010646
2012-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",271,9487,0.028565
2012-12,Ýmis þjónustustarfsemi,543,9487,0.057236
2012-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",860,9487,0.090650
2012-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",509,9487,0.053652
2012-12,Annað,841,9487,0.088648
2013-01,Landbúnaður og skógrækt,111,9289,0.011950
2013-01,"Fiskveiðar, -eldi og -vinnsla",801,9289,0.086231
2013-01,Iðnaður,873,9289,0.093982
2013-01,Sorp og veitur,99,9289,0.010658
2013-01,Byggingastarfsemi og mannvirkjagerð,794,9289,0.085477
2013-01,Verslun og vöruflutningar,1749,9289,0.188287
2013-01,Farþegaflutningar með flugi,121,9289,0.013026
2013-01,Gistiþjónusta,297,9289,0.031973
2013-01,Veitingaþjónusta,466,9289,0.050167
2013-01,Ferðaþjónusta ýmis,305,9289,0.032835
2013-01,Upplýsingar og fjarskipti,248,9289,0.026698
2013-01,Fjármála- og vátryggingastarfsemi,264,9289,0.028421
2013-01,Fasteignaviðskipti,84,9289,0.009043
2013-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",263,9289,0.028313
2013-01,Ýmis þjónustustarfsemi,555,9289,0.059748
2013-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",898,9289,0.096673
2013-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",489,9289,0.052643
2013-01,Annað,872,9289,0.093874
2013-02,Landbúnaður og skógrækt,120,9166,0.013092
2013-02,"Fiskveiðar, -eldi og -vinnsla",762,9166,0.083133
2013-02,Iðnaður,858,9166,0.093607
2013-02,Sorp og veitur,95,9166,0.010364
2013-02,Byggingastarfsemi og mannvirkjagerð,787,9166,0.085861
2013-02,Verslun og vöruflutningar,1767,9166,0.192778
2013-02,Farþegaflutningar með flugi,141,9166,0.015383
2013-02,Gistiþjónusta,279,9166,0.030439
2013-02,Veitingaþjónusta,456,9166,0.049749
2013-02,Ferðaþjónusta ýmis,290,9166,0.031639
2013-02,Upplýsingar og fjarskipti,251,9166,0.027384
2013-02,Fjármála- og vátryggingastarfsemi,276,9166,0.030111
2013-02,Fasteignaviðskipti,80,9166,0.008728
2013-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",265,9166,0.028911
2013-02,Ýmis þjónustustarfsemi,529,9166,0.057713
2013-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",862,9166,0.094043
2013-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",473,9166,0.051604
2013-02,Annað,875,9166,0.095461
2013-03,Landbúnaður og skógrækt,110,8888,0.012376
2013-03,"Fiskveiðar, -eldi og -vinnsla",760,8888,0.085509
2013-03,Iðnaður,844,8888,0.094959
2013-03,Sorp og veitur,95,8888,0.010689
2013-03,Byggingastarfsemi og mannvirkjagerð,752,8888,0.084608
2013-03,Verslun og vöruflutningar,1744,8888,0.196220
2013-03,Farþegaflutningar með flugi,95,8888,0.010689
2013-03,Gistiþjónusta,257,8888,0.028915
2013-03,Veitingaþjónusta,433,8888,0.048717
2013-03,Ferðaþjónusta ýmis,261,8888,0.029365
2013-03,Upplýsingar og fjarskipti,250,8888,0.028128
2013-03,Fjármála- og vátryggingastarfsemi,275,8888,0.030941
2013-03,Fasteignaviðskipti,78,8888,0.008776
2013-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",250,8888,0.028128
2013-03,Ýmis þjónustustarfsemi,531,8888,0.059743
2013-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",839,8888,0.094397
2013-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",445,8888,0.050068
2013-03,Annað,869,8888,0.097772
2013-04,Landbúnaður og skógrækt,96,8343,0.011507
2013-04,"Fiskveiðar, -eldi og -vinnsla",726,8343,0.087019
2013-04,Iðnaður,775,8343,0.092892
2013-04,Sorp og veitur,86,8343,0.010308
2013-04,Byggingastarfsemi og mannvirkjagerð,645,8343,0.077310
2013-04,Verslun og vöruflutningar,1655,8343,0.198370
2013-04,Farþegaflutningar með flugi,86,8343,0.010308
2013-04,Gistiþjónusta,252,8343,0.030205
2013-04,Veitingaþjónusta,426,8343,0.051061
2013-04,Ferðaþjónusta ýmis,239,8343,0.028647
2013-04,Upplýsingar og fjarskipti,254,8343,0.030445
2013-04,Fjármála- og vátryggingastarfsemi,262,8343,0.031404
2013-04,Fasteignaviðskipti,70,8343,0.008390
2013-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",248,8343,0.029726
2013-04,Ýmis þjónustustarfsemi,500,8343,0.059930
2013-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",817,8343,0.097926
2013-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",417,8343,0.049982
2013-04,Annað,789,8343,0.094570
2013-05,Landbúnaður og skógrækt,84,7837,0.010718
2013-05,"Fiskveiðar, -eldi og -vinnsla",678,7837,0.086513
2013-05,Iðnaður,731,7837,0.093275
2013-05,Sorp og veitur,71,7837,0.009060
2013-05,Byggingastarfsemi og mannvirkjagerð,530,7837,0.067628
2013-05,Verslun og vöruflutningar,1588,7837,0.202629
2013-05,Farþegaflutningar með flugi,61,7837,0.007784
2013-05,Gistiþjónusta,231,7837,0.029476
2013-05,Veitingaþjónusta,399,7837,0.050912
2013-05,Ferðaþjónusta ýmis,185,7837,0.023606
2013-05,Upplýsingar og fjarskipti,251,7837,0.032028
2013-05,Fjármála- og vátryggingastarfsemi,259,7837,0.033048
2013-05,Fasteignaviðskipti,69,7837,0.008804
2013-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",234,7837,0.029858
2013-05,Ýmis þjónustustarfsemi,465,7837,0.059334
2013-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",808,7837,0.103101
2013-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",415,7837,0.052954
2013-05,Annað,778,7837,0.099273
2013-06,Landbúnaður og skógrækt,71,7271,0.009765
2013-06,"Fiskveiðar, -eldi og -vinnsla",632,7271,0.086921
2013-06,Iðnaður,646,7271,0.088846
2013-06,Sorp og veitur,76,7271,0.010452
2013-06,Byggingastarfsemi og mannvirkjagerð,434,7271,0.059689
2013-06,Verslun og vöruflutningar,1464,7271,0.201348
2013-06,Farþegaflutningar með flugi,44,7271,0.006051
2013-06,Gistiþjónusta,186,7271,0.025581
2013-06,Veitingaþjónusta,383,7271,0.052675
2013-06,Ferðaþjónusta ýmis,145,7271,0.019942
2013-06,Upplýsingar og fjarskipti,237,7271,0.032595
2013-06,Fjármála- og vátryggingastarfsemi,260,7271,0.035758
2013-06,Fasteignaviðskipti,67,7271,0.009215
2013-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",224,7271,0.030807
2013-06,Ýmis þjónustustarfsemi,442,7271,0.060789
2013-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",785,7271,0.107963
2013-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",409,7271,0.056251
2013-06,Annað,766,7271,0.105350
2013-07,Landbúnaður og skógrækt,65,7284,0.008924
2013-07,"Fiskveiðar, -eldi og -vinnsla",638,7284,0.087589
2013-07,Iðnaður,650,7284,0.089237
2013-07,Sorp og veitur,68,7284,0.009336
2013-07,Byggingastarfsemi og mannvirkjagerð,380,7284,0.052169
2013-07,Verslun og vöruflutningar,1456,7284,0.199890
2013-07,Farþegaflutningar með flugi,43,7284,0.005903
2013-07,Gistiþjónusta,188,7284,0.025810
2013-07,Veitingaþjónusta,400,7284,0.054915
2013-07,Ferðaþjónusta ýmis,137,7284,0.018808
2013-07,Upplýsingar og fjarskipti,261,7284,0.035832
2013-07,Fjármála- og vátryggingastarfsemi,270,7284,0.037068
2013-07,Fasteignaviðskipti,64,7284,0.008786
2013-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",229,7284,0.031439
2013-07,Ýmis þjónustustarfsemi,445,7284,0.061093
2013-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",805,7284,0.110516
2013-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",430,7284,0.059033
2013-07,Annað,755,7284,0.103652
2013-08,Landbúnaður og skógrækt,66,6958,0.009485
2013-08,"Fiskveiðar, -eldi og -vinnsla",576,6958,0.082782
2013-08,Iðnaður,628,6958,0.090256
2013-08,Sorp og veitur,65,6958,0.009342
2013-08,Byggingastarfsemi og mannvirkjagerð,359,6958,0.051595
2013-08,Verslun og vöruflutningar,1393,6958,0.200201
2013-08,Farþegaflutningar með flugi,44,6958,0.006324
2013-08,Gistiþjónusta,191,6958,0.027450
2013-08,Veitingaþjónusta,356,6958,0.051164
2013-08,Ferðaþjónusta ýmis,141,6958,0.020264
2013-08,Upplýsingar og fjarskipti,256,6958,0.036792
2013-08,Fjármála- og vátryggingastarfsemi,260,6958,0.037367
2013-08,Fasteignaviðskipti,63,6958,0.009054
2013-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",219,6958,0.031475
2013-08,Ýmis þjónustustarfsemi,446,6958,0.064099
2013-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",765,6958,0.109945
2013-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",428,6958,0.061512
2013-08,Annað,702,6958,0.100891
2013-09,Landbúnaður og skógrækt,66,6480,0.010185
2013-09,"Fiskveiðar, -eldi og -vinnsla",509,6480,0.078549
2013-09,Iðnaður,605,6480,0.093364
2013-09,Sorp og veitur,64,6480,0.009877
2013-09,Byggingastarfsemi og mannvirkjagerð,344,6480,0.053086
2013-09,Verslun og vöruflutningar,1277,6480,0.197068
2013-09,Farþegaflutningar með flugi,55,6480,0.008488
2013-09,Gistiþjónusta,197,6480,0.030401
2013-09,Veitingaþjónusta,344,6480,0.053086
2013-09,Ferðaþjónusta ýmis,168,6480,0.025926
2013-09,Upplýsingar og fjarskipti,248,6480,0.038272
2013-09,Fjármála- og vátryggingastarfsemi,221,6480,0.034105
2013-09,Fasteignaviðskipti,59,6480,0.009105
2013-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",195,6480,0.030093
2013-09,Ýmis þjónustustarfsemi,401,6480,0.061883
2013-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",700,6480,0.108025
2013-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",376,6480,0.058025
2013-09,Annað,651,6480,0.100463
2013-10,Landbúnaður og skógrækt,80,6765,0.011826
2013-10,"Fiskveiðar, -eldi og -vinnsla",528,6765,0.078049
2013-10,Iðnaður,613,6765,0.090613
2013-10,Sorp og veitur,62,6765,0.009165
2013-10,Byggingastarfsemi og mannvirkjagerð,360,6765,0.053215
2013-10,Verslun og vöruflutningar,1335,6765,0.197339
2013-10,Farþegaflutningar með flugi,67,6765,0.009904
2013-10,Gistiþjónusta,247,6765,0.036511
2013-10,Veitingaþjónusta,350,6765,0.051737
2013-10,Ferðaþjónusta ýmis,208,6765,0.030746
2013-10,Upplýsingar og fjarskipti,233,6765,0.034442
2013-10,Fjármála- og vátryggingastarfsemi,241,6765,0.035625
2013-10,Fasteignaviðskipti,52,6765,0.007687
2013-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",211,6765,0.031190
2013-10,Ýmis þjónustustarfsemi,403,6765,0.059571
2013-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",708,6765,0.104656
2013-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",405,6765,0.059867
2013-10,Annað,662,6765,0.097857
2013-11,Landbúnaður og skógrækt,79,7076,0.011164
2013-11,"Fiskveiðar, -eldi og -vinnsla",580,7076,0.081967
2013-11,Iðnaður,640,7076,0.090447
2013-11,Sorp og veitur,59,7076,0.008338
2013-11,Byggingastarfsemi og mannvirkjagerð,419,7076,0.059214
2013-11,Verslun og vöruflutningar,1362,7076,0.192482
2013-11,Farþegaflutningar með flugi,77,7076,0.010882
2013-11,Gistiþjónusta,273,7076,0.038581
2013-11,Veitingaþjónusta,370,7076,0.052289
2013-11,Ferðaþjónusta ýmis,263,7076,0.037168
2013-11,Upplýsingar og fjarskipti,235,7076,0.033211
2013-11,Fjármála- og vátryggingastarfsemi,242,7076,0.034200
2013-11,Fasteignaviðskipti,55,7076,0.007773
2013-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",215,7076,0.030384
2013-11,Ýmis þjónustustarfsemi,432,7076,0.061051
2013-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",706,7076,0.099774
2013-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",401,7076,0.056670
2013-11,Annað,668,7076,0.094404
2013-12,Landbúnaður og skógrækt,86,7364,0.011678
2013-12,"Fiskveiðar, -eldi og -vinnsla",667,7364,0.090576
2013-12,Iðnaður,659,7364,0.089489
2013-12,Sorp og veitur,57,7364,0.007740
2013-12,Byggingastarfsemi og mannvirkjagerð,467,7364,0.063417
2013-12,Verslun og vöruflutningar,1381,7364,0.187534
2013-12,Farþegaflutningar með flugi,82,7364,0.011135
2013-12,Gistiþjónusta,267,7364,0.036257
2013-12,Veitingaþjónusta,384,7364,0.052146
2013-12,Ferðaþjónusta ýmis,278,7364,0.037751
2013-12,Upplýsingar og fjarskipti,235,7364,0.031912
2013-12,Fjármála- og vátryggingastarfsemi,247,7364,0.033542
2013-12,Fasteignaviðskipti,57,7364,0.007740
2013-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",217,7364,0.029468
2013-12,Ýmis þjónustustarfsemi,449,7364,0.060972
2013-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",711,7364,0.096551
2013-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",409,7364,0.055540
2013-12,Annað,711,7364,0.096551
2014-01,Landbúnaður og skógrækt,96,7846,0.012236
2014-01,"Fiskveiðar, -eldi og -vinnsla",706,7846,0.089982
2014-01,Iðnaður,706,7846,0.089982
2014-01,Sorp og veitur,68,7846,0.008667
2014-01,Byggingastarfsemi og mannvirkjagerð,501,7846,0.063854
2014-01,Verslun og vöruflutningar,1518,7846,0.193474
2014-01,Farþegaflutningar með flugi,78,7846,0.009941
2014-01,Gistiþjónusta,272,7846,0.034667
2014-01,Veitingaþjónusta,415,7846,0.052893
2014-01,Ferðaþjónusta ýmis,280,7846,0.035687
2014-01,Upplýsingar og fjarskipti,241,7846,0.030716
2014-01,Fjármála- og vátryggingastarfsemi,246,7846,0.031354
2014-01,Fasteignaviðskipti,62,7846,0.007902
2014-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",230,7846,0.029314
2014-01,Ýmis þjónustustarfsemi,483,7846,0.061560
2014-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",725,7846,0.092404
2014-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",419,7846,0.053403
2014-01,Annað,800,7846,0.101963
2014-02,Landbúnaður og skógrækt,93,7688,0.012097
2014-02,"Fiskveiðar, -eldi og -vinnsla",697,7688,0.090661
2014-02,Iðnaður,704,7688,0.091571
2014-02,Sorp og veitur,76,7688,0.009886
2014-02,Byggingastarfsemi og mannvirkjagerð,466,7688,0.060614
2014-02,Verslun og vöruflutningar,1504,7688,0.195630
2014-02,Farþegaflutningar með flugi,80,7688,0.010406
2014-02,Gistiþjónusta,248,7688,0.032258
2014-02,Veitingaþjónusta,407,7688,0.052940
2014-02,Ferðaþjónusta ýmis,259,7688,0.033689
2014-02,Upplýsingar og fjarskipti,247,7688,0.032128
2014-02,Fjármála- og vátryggingastarfsemi,240,7688,0.031217
2014-02,Fasteignaviðskipti,67,7688,0.008715
2014-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",242,7688,0.031478
2014-02,Ýmis þjónustustarfsemi,483,7688,0.062825
2014-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",735,7688,0.095604
2014-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",391,7688,0.050858
2014-02,Annað,749,7688,0.097425
2014-03,Landbúnaður og skógrækt,97,7583,0.012792
2014-03,"Fiskveiðar, -eldi og -vinnsla",673,7583,0.088751
2014-03,Iðnaður,691,7583,0.091125
2014-03,Sorp og veitur,70,7583,0.009231
2014-03,Byggingastarfsemi og mannvirkjagerð,446,7583,0.058816
2014-03,Verslun og vöruflutningar,1514,7583,0.199657
2014-03,Farþegaflutningar með flugi,65,7583,0.008572
