manudur,atvinnugrein,fjoldi,heildarfjoldi,hlutur
2006-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",114,1943,0.058672
2006-08,Annað,158,1943,0.081318
2006-09,Landbúnaður og skógrækt,13,1779,0.007307
2006-09,"Fiskveiðar, -eldi og -vinnsla",201,1779,0.112985
2006-09,Iðnaður,161,1779,0.090500
2006-09,Sorp og veitur,8,1779,0.004497
2006-09,Byggingastarfsemi og mannvirkjagerð,92,1779,0.051714
2006-09,Verslun og vöruflutningar,364,1779,0.204609
2006-09,Farþegaflutningar með flugi,10,1779,0.005621
2006-09,Gistiþjónusta,39,1779,0.021922
2006-09,Veitingaþjónusta,84,1779,0.047218
2006-09,Ferðaþjónusta ýmis,36,1779,0.020236
2006-09,Upplýsingar og fjarskipti,61,1779,0.034289
2006-09,Fjármála- og vátryggingastarfsemi,32,1779,0.017988
2006-09,Fasteignaviðskipti,11,1779,0.006183
2006-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",48,1779,0.026981
2006-09,Ýmis þjónustustarfsemi,90,1779,0.050590
2006-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",288,1779,0.161889
2006-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",95,1779,0.053401
2006-09,Annað,146,1779,0.082069
2006-10,Landbúnaður og skógrækt,14,1838,0.007617
2006-10,"Fiskveiðar, -eldi og -vinnsla",197,1838,0.107182
2006-10,Iðnaður,167,1838,0.090860
2006-10,Sorp og veitur,6,1838,0.003264
2006-10,Byggingastarfsemi og mannvirkjagerð,104,1838,0.056583
2006-10,Verslun og vöruflutningar,352,1838,0.191513
2006-10,Farþegaflutningar með flugi,20,1838,0.010881
2006-10,Gistiþjónusta,37,1838,0.020131
2006-10,Veitingaþjónusta,75,1838,0.040805
2006-10,Ferðaþjónusta ýmis,41,1838,0.022307
2006-10,Upplýsingar og fjarskipti,66,1838,0.035909
2006-10,Fjármála- og vátryggingastarfsemi,35,1838,0.019042
2006-10,Fasteignaviðskipti,11,1838,0.005985
2006-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",43,1838,0.023395
2006-10,Ýmis þjónustustarfsemi,95,1838,0.051687
2006-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",267,1838,0.145267
2006-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",148,1838,0.080522
2006-10,Annað,160,1838,0.087051
2006-11,Landbúnaður og skógrækt,20,1919,0.010422
2006-11,"Fiskveiðar, -eldi og -vinnsla",223,1919,0.116206
2006-11,Iðnaður,180,1919,0.093799
2006-11,Sorp og veitur,11,1919,0.005732
2006-11,Byggingastarfsemi og mannvirkjagerð,112,1919,0.058364
2006-11,Verslun og vöruflutningar,354,1919,0.184471
2006-11,Farþegaflutningar með flugi,22,1919,0.011464
2006-11,Gistiþjónusta,38,1919,0.019802
2006-11,Veitingaþjónusta,72,1919,0.037520
2006-11,Ferðaþjónusta ýmis,43,1919,0.022408
2006-11,Upplýsingar og fjarskipti,66,1919,0.034393
2006-11,Fjármála- og vátryggingastarfsemi,32,1919,0.016675
2006-11,Fasteignaviðskipti,12,1919,0.006253
2006-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",47,1919,0.024492
2006-11,Ýmis þjónustustarfsemi,94,1919,0.048984
2006-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",242,1919,0.126107
2006-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",204,1919,0.106305
2006-11,Annað,147,1919,0.076602
2006-12,Landbúnaður og skógrækt,22,2108,0.010436
2006-12,"Fiskveiðar, -eldi og -vinnsla",247,2108,0.117173
2006-12,Iðnaður,196,2108,0.092979
2006-12,Sorp og veitur,8,2108,0.003795
2006-12,Byggingastarfsemi og mannvirkjagerð,145,2108,0.068786
2006-12,Verslun og vöruflutningar,397,2108,0.188330
2006-12,Farþegaflutningar með flugi,16,2108,0.007590
2006-12,Gistiþjónusta,46,2108,0.021822
2006-12,Veitingaþjónusta,72,2108,0.034156
2006-12,Ferðaþjónusta ýmis,53,2108,0.025142
2006-12,Upplýsingar og fjarskipti,66,2108,0.031309
2006-12,Fjármála- og vátryggingastarfsemi,31,2108,0.014706
2006-12,Fasteignaviðskipti,14,2108,0.006641
2006-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42,2108,0.019924
2006-12,Ýmis þjónustustarfsemi,99,2108,0.046964
2006-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",278,2108,0.131879
2006-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",206,2108,0.097723
2006-12,Annað,170,2108,0.080645
2007-01,Landbúnaður og skógrækt,23,2153,0.010683
2007-01,"Fiskveiðar, -eldi og -vinnsla",268,2153,0.124477
2007-01,Iðnaður,207,2153,0.096145
2007-01,Sorp og veitur,9,2153,0.004180
2007-01,Byggingastarfsemi og mannvirkjagerð,134,2153,0.062239
2007-01,Verslun og vöruflutningar,426,2153,0.197863
2007-01,Farþegaflutningar með flugi,22,2153,0.010218
2007-01,Gistiþjónusta,47,2153,0.021830
2007-01,Veitingaþjónusta,63,2153,0.029261
2007-01,Ferðaþjónusta ýmis,43,2153,0.019972
2007-01,Upplýsingar og fjarskipti,68,2153,0.031584
2007-01,Fjármála- og vátryggingastarfsemi,29,2153,0.013470
2007-01,Fasteignaviðskipti,13,2153,0.006038
2007-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",47,2153,0.021830
2007-01,Ýmis þjónustustarfsemi,92,2153,0.042731
2007-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",277,2153,0.128658
2007-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",213,2153,0.098932
2007-01,Annað,172,2153,0.079889
2007-02,Landbúnaður og skógrækt,27,2176,0.012408
2007-02,"Fiskveiðar, -eldi og -vinnsla",230,2176,0.105699
2007-02,Iðnaður,209,2176,0.096048
2007-02,Sorp og veitur,10,2176,0.004596
2007-02,Byggingastarfsemi og mannvirkjagerð,134,2176,0.061581
2007-02,Verslun og vöruflutningar,454,2176,0.208640
2007-02,Farþegaflutningar með flugi,24,2176,0.011029
2007-02,Gistiþjónusta,50,2176,0.022978
2007-02,Veitingaþjónusta,71,2176,0.032629
2007-02,Ferðaþjónusta ýmis,49,2176,0.022518
2007-02,Upplýsingar og fjarskipti,76,2176,0.034926
2007-02,Fjármála- og vátryggingastarfsemi,42,2176,0.019301
2007-02,Fasteignaviðskipti,10,2176,0.004596
2007-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",61,2176,0.028033
2007-02,Ýmis þjónustustarfsemi,92,2176,0.042279
2007-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",268,2176,0.123162
2007-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",190,2176,0.087316
2007-02,Annað,179,2176,0.082261
2007-03,Landbúnaður og skógrækt,24,2072,0.011583
2007-03,"Fiskveiðar, -eldi og -vinnsla",229,2072,0.110521
2007-03,Iðnaður,204,2072,0.098456
2007-03,Sorp og veitur,9,2072,0.004344
2007-03,Byggingastarfsemi og mannvirkjagerð,130,2072,0.062741
2007-03,Verslun og vöruflutningar,445,2072,0.214768
2007-03,Farþegaflutningar með flugi,20,2072,0.009653
2007-03,Gistiþjónusta,42,2072,0.020270
2007-03,Veitingaþjónusta,70,2072,0.033784
2007-03,Ferðaþjónusta ýmis,52,2072,0.025097
2007-03,Upplýsingar og fjarskipti,54,2072,0.026062
2007-03,Fjármála- og vátryggingastarfsemi,34,2072,0.016409
2007-03,Fasteignaviðskipti,11,2072,0.005309
2007-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",58,2072,0.027992
2007-03,Ýmis þjónustustarfsemi,82,2072,0.039575
2007-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",262,2072,0.126448
2007-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",180,2072,0.086873
2007-03,Annað,166,2072,0.080116
2007-04,Landbúnaður og skógrækt,21,1941,0.010819
2007-04,"Fiskveiðar, -eldi og -vinnsla",224,1941,0.115404
2007-04,Iðnaður,203,1941,0.104585
2007-04,Sorp og veitur,8,1941,0.004122
2007-04,Byggingastarfsemi og mannvirkjagerð,112,1941,0.057702
2007-04,Verslun og vöruflutningar,394,1941,0.202988
2007-04,Farþegaflutningar með flugi,13,1941,0.006698
2007-04,Gistiþjónusta,39,1941,0.020093
2007-04,Veitingaþjónusta,70,1941,0.036064
2007-04,Ferðaþjónusta ýmis,44,1941,0.022669
2007-04,Upplýsingar og fjarskipti,51,1941,0.026275
2007-04,Fjármála- og vátryggingastarfsemi,32,1941,0.016486
2007-04,Fasteignaviðskipti,10,1941,0.005152
2007-04,"Sérfræðileg, vísindaleg og tæknileg starfsemi",56,1941,0.028851
2007-04,Ýmis þjónustustarfsemi,75,1941,0.038640
2007-04,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",248,1941,0.127769
2007-04,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",179,1941,0.092221
2007-04,Annað,162,1941,0.083462
2007-05,Landbúnaður og skógrækt,21,1960,0.010714
2007-05,"Fiskveiðar, -eldi og -vinnsla",223,1960,0.113776
2007-05,Iðnaður,183,1960,0.093367
2007-05,Sorp og veitur,9,1960,0.004592
2007-05,Byggingastarfsemi og mannvirkjagerð,98,1960,0.050000
2007-05,Verslun og vöruflutningar,402,1960,0.205102
2007-05,Farþegaflutningar með flugi,8,1960,0.004082
2007-05,Gistiþjónusta,35,1960,0.017857
2007-05,Veitingaþjónusta,67,1960,0.034184
2007-05,Ferðaþjónusta ýmis,39,1960,0.019898
2007-05,Upplýsingar og fjarskipti,58,1960,0.029592
2007-05,Fjármála- og vátryggingastarfsemi,30,1960,0.015306
2007-05,Fasteignaviðskipti,12,1960,0.006122
2007-05,"Sérfræðileg, vísindaleg og tæknileg starfsemi",59,1960,0.030102
2007-05,Ýmis þjónustustarfsemi,81,1960,0.041327
2007-05,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",280,1960,0.142857
2007-05,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",159,1960,0.081122
2007-05,Annað,196,1960,0.100000
2007-06,Landbúnaður og skógrækt,17,1763,0.009643
2007-06,"Fiskveiðar, -eldi og -vinnsla",210,1763,0.119115
2007-06,Iðnaður,154,1763,0.087351
2007-06,Sorp og veitur,9,1763,0.005105
2007-06,Byggingastarfsemi og mannvirkjagerð,80,1763,0.045377
2007-06,Verslun og vöruflutningar,326,1763,0.184912
2007-06,Farþegaflutningar með flugi,6,1763,0.003403
2007-06,Gistiþjónusta,26,1763,0.014748
2007-06,Veitingaþjónusta,71,1763,0.040272
2007-06,Ferðaþjónusta ýmis,32,1763,0.018151
2007-06,Upplýsingar og fjarskipti,59,1763,0.033466
2007-06,Fjármála- og vátryggingastarfsemi,29,1763,0.016449
2007-06,Fasteignaviðskipti,12,1763,0.006807
2007-06,"Sérfræðileg, vísindaleg og tæknileg starfsemi",54,1763,0.030630
2007-06,Ýmis þjónustustarfsemi,81,1763,0.045944
2007-06,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",267,1763,0.151446
2007-06,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",135,1763,0.076574
2007-06,Annað,195,1763,0.110607
2007-07,Landbúnaður og skógrækt,15,1712,0.008762
2007-07,"Fiskveiðar, -eldi og -vinnsla",234,1712,0.136682
2007-07,Iðnaður,142,1712,0.082944
2007-07,Sorp og veitur,5,1712,0.002921
2007-07,Byggingastarfsemi og mannvirkjagerð,78,1712,0.045561
2007-07,Verslun og vöruflutningar,324,1712,0.189252
2007-07,Farþegaflutningar með flugi,6,1712,0.003505
2007-07,Gistiþjónusta,20,1712,0.011682
2007-07,Veitingaþjónusta,72,1712,0.042056
2007-07,Ferðaþjónusta ýmis,24,1712,0.014019
2007-07,Upplýsingar og fjarskipti,55,1712,0.032126
2007-07,Fjármála- og vátryggingastarfsemi,25,1712,0.014603
2007-07,Fasteignaviðskipti,10,1712,0.005841
2007-07,"Sérfræðileg, vísindaleg og tæknileg starfsemi",52,1712,0.030374
2007-07,Ýmis þjónustustarfsemi,72,1712,0.042056
2007-07,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",253,1712,0.147780
2007-07,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",133,1712,0.077687
2007-07,Annað,192,1712,0.112150
2007-08,Landbúnaður og skógrækt,10,1535,0.006515
2007-08,"Fiskveiðar, -eldi og -vinnsla",216,1535,0.140717
2007-08,Iðnaður,129,1535,0.084039
2007-08,Sorp og veitur,6,1535,0.003909
2007-08,Byggingastarfsemi og mannvirkjagerð,81,1535,0.052769
2007-08,Verslun og vöruflutningar,301,1535,0.196091
2007-08,Farþegaflutningar með flugi,8,1535,0.005212
2007-08,Gistiþjónusta,20,1535,0.013029
2007-08,Veitingaþjónusta,54,1535,0.035179
2007-08,Ferðaþjónusta ýmis,27,1535,0.017590
2007-08,Upplýsingar og fjarskipti,55,1535,0.035831
2007-08,Fjármála- og vátryggingastarfsemi,16,1535,0.010423
2007-08,Fasteignaviðskipti,9,1535,0.005863
2007-08,"Sérfræðileg, vísindaleg og tæknileg starfsemi",36,1535,0.023453
2007-08,Ýmis þjónustustarfsemi,71,1535,0.046254
2007-08,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",222,1535,0.144625
2007-08,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",117,1535,0.076221
2007-08,Annað,157,1535,0.102280
2007-09,Landbúnaður og skógrækt,9,1494,0.006024
2007-09,"Fiskveiðar, -eldi og -vinnsla",215,1494,0.143909
2007-09,Iðnaður,126,1494,0.084337
2007-09,Sorp og veitur,12,1494,0.008032
2007-09,Byggingastarfsemi og mannvirkjagerð,83,1494,0.055556
2007-09,Verslun og vöruflutningar,277,1494,0.185408
2007-09,Farþegaflutningar með flugi,11,1494,0.007363
2007-09,Gistiþjónusta,23,1494,0.015395
2007-09,Veitingaþjónusta,46,1494,0.030790
2007-09,Ferðaþjónusta ýmis,33,1494,0.022088
2007-09,Upplýsingar og fjarskipti,52,1494,0.034806
2007-09,Fjármála- og vátryggingastarfsemi,19,1494,0.012718
2007-09,Fasteignaviðskipti,11,1494,0.007363
2007-09,"Sérfræðileg, vísindaleg og tæknileg starfsemi",36,1494,0.024096
2007-09,Ýmis þjónustustarfsemi,66,1494,0.044177
2007-09,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",199,1494,0.133199
2007-09,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",112,1494,0.074967
2007-09,Annað,164,1494,0.109772
2007-10,Landbúnaður og skógrækt,11,1440,0.007639
2007-10,"Fiskveiðar, -eldi og -vinnsla",189,1440,0.131250
2007-10,Iðnaður,115,1440,0.079861
2007-10,Sorp og veitur,9,1440,0.006250
2007-10,Byggingastarfsemi og mannvirkjagerð,80,1440,0.055556
2007-10,Verslun og vöruflutningar,273,1440,0.189583
2007-10,Farþegaflutningar með flugi,18,1440,0.012500
2007-10,Gistiþjónusta,29,1440,0.020139
2007-10,Veitingaþjónusta,55,1440,0.038194
2007-10,Ferðaþjónusta ýmis,43,1440,0.029861
2007-10,Upplýsingar og fjarskipti,47,1440,0.032639
2007-10,Fjármála- og vátryggingastarfsemi,23,1440,0.015972
2007-10,Fasteignaviðskipti,8,1440,0.005556
2007-10,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42,1440,0.029167
2007-10,Ýmis þjónustustarfsemi,67,1440,0.046528
2007-10,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",172,1440,0.119444
2007-10,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",106,1440,0.073611
2007-10,Annað,153,1440,0.106250
2007-11,Landbúnaður og skógrækt,11,1468,0.007493
2007-11,"Fiskveiðar, -eldi og -vinnsla",210,1468,0.143052
2007-11,Iðnaður,132,1468,0.089918
2007-11,Sorp og veitur,13,1468,0.008856
2007-11,Byggingastarfsemi og mannvirkjagerð,96,1468,0.065395
2007-11,Verslun og vöruflutningar,262,1468,0.178474
2007-11,Farþegaflutningar með flugi,17,1468,0.011580
2007-11,Gistiþjónusta,27,1468,0.018392
2007-11,Veitingaþjónusta,60,1468,0.040872
2007-11,Ferðaþjónusta ýmis,48,1468,0.032698
2007-11,Upplýsingar og fjarskipti,45,1468,0.030654
2007-11,Fjármála- og vátryggingastarfsemi,20,1468,0.013624
2007-11,Fasteignaviðskipti,11,1468,0.007493
2007-11,"Sérfræðileg, vísindaleg og tæknileg starfsemi",42,1468,0.028610
2007-11,Ýmis þjónustustarfsemi,66,1468,0.044959
2007-11,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",172,1468,0.117166
2007-11,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",93,1468,0.063351
2007-11,Annað,143,1468,0.097411
2007-12,Landbúnaður og skógrækt,13,1546,0.008409
2007-12,"Fiskveiðar, -eldi og -vinnsla",244,1546,0.157827
2007-12,Iðnaður,136,1546,0.087969
2007-12,Sorp og veitur,14,1546,0.009056
2007-12,Byggingastarfsemi og mannvirkjagerð,104,1546,0.067270
2007-12,Verslun og vöruflutningar,259,1546,0.167529
2007-12,Farþegaflutningar með flugi,25,1546,0.016171
2007-12,Gistiþjónusta,27,1546,0.017464
2007-12,Veitingaþjónusta,77,1546,0.049806
2007-12,Ferðaþjónusta ýmis,56,1546,0.036223
2007-12,Upplýsingar og fjarskipti,35,1546,0.022639
2007-12,Fjármála- og vátryggingastarfsemi,23,1546,0.014877
2007-12,Fasteignaviðskipti,8,1546,0.005175
2007-12,"Sérfræðileg, vísindaleg og tæknileg starfsemi",35,1546,0.022639
2007-12,Ýmis þjónustustarfsemi,68,1546,0.043984
2007-12,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",159,1546,0.102846
2007-12,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",101,1546,0.065330
2007-12,Annað,162,1546,0.104787
2008-01,Landbúnaður og skógrækt,15,1752,0.008562
2008-01,"Fiskveiðar, -eldi og -vinnsla",268,1752,0.152968
2008-01,Iðnaður,150,1752,0.085616
2008-01,Sorp og veitur,14,1752,0.007991
2008-01,Byggingastarfsemi og mannvirkjagerð,117,1752,0.066781
2008-01,Verslun og vöruflutningar,303,1752,0.172945
2008-01,Farþegaflutningar með flugi,35,1752,0.019977
2008-01,Gistiþjónusta,28,1752,0.015982
2008-01,Veitingaþjónusta,101,1752,0.057648
2008-01,Ferðaþjónusta ýmis,53,1752,0.030251
2008-01,Upplýsingar og fjarskipti,38,1752,0.021689
2008-01,Fjármála- og vátryggingastarfsemi,27,1752,0.015411
2008-01,Fasteignaviðskipti,9,1752,0.005137
2008-01,"Sérfræðileg, vísindaleg og tæknileg starfsemi",29,1752,0.016553
2008-01,Ýmis þjónustustarfsemi,81,1752,0.046233
2008-01,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",171,1752,0.097603
2008-01,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",103,1752,0.058790
2008-01,Annað,210,1752,0.119863
2008-02,Landbúnaður og skógrækt,16,1794,0.008919
2008-02,"Fiskveiðar, -eldi og -vinnsla",232,1794,0.129320
2008-02,Iðnaður,179,1794,0.099777
2008-02,Sorp og veitur,15,1794,0.008361
2008-02,Byggingastarfsemi og mannvirkjagerð,133,1794,0.074136
2008-02,Verslun og vöruflutningar,298,1794,0.166109
2008-02,Farþegaflutningar með flugi,34,1794,0.018952
2008-02,Gistiþjónusta,34,1794,0.018952
2008-02,Veitingaþjónusta,89,1794,0.049610
2008-02,Ferðaþjónusta ýmis,54,1794,0.030100
2008-02,Upplýsingar og fjarskipti,39,1794,0.021739
2008-02,Fjármála- og vátryggingastarfsemi,27,1794,0.015050
2008-02,Fasteignaviðskipti,10,1794,0.005574
2008-02,"Sérfræðileg, vísindaleg og tæknileg starfsemi",22,1794,0.012263
2008-02,Ýmis þjónustustarfsemi,84,1794,0.046823
2008-02,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",176,1794,0.098105
2008-02,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",100,1794,0.055741
2008-02,Annað,252,1794,0.140468
2008-03,Landbúnaður og skógrækt,15,1888,0.007945
2008-03,"Fiskveiðar, -eldi og -vinnsla",207,1888,0.109640
2008-03,Iðnaður,194,1888,0.102754
2008-03,Sorp og veitur,15,1888,0.007945
2008-03,Byggingastarfsemi og mannvirkjagerð,161,1888,0.085275
2008-03,Verslun og vöruflutningar,347,1888,0.183792
2008-03,Farþegaflutningar með flugi,32,1888,0.016949
2008-03,Gistiþjónusta,35,1888,0.018538
2008-03,Veitingaþjónusta,88,1888,0.046610
2008-03,Ferðaþjónusta ýmis,57,1888,0.030191
2008-03,Upplýsingar og fjarskipti,47,1888,0.024894
2008-03,Fjármála- og vátryggingastarfsemi,29,1888,0.015360
2008-03,Fasteignaviðskipti,12,1888,0.006356
2008-03,"Sérfræðileg, vísindaleg og tæknileg starfsemi",28,1888,0.014831
2008-03,Ýmis þjónustustarfsemi,96,1888,0.050847
2008-03,"Opinber þjónusta, fræðsla, heilbrigðis- og félagsþjónusta",178,1888,0.094280
2008-03,"Listir, söfn, tómstundir, félög, persónuleg þjónusta o.fl.",101,1888,0.053496
2008-03,Annað,246,1888,0.130297
2008-04,Landbúnaður og skógrækt,19,1853,0.010254
2008-04,"Fiskveiðar, -eldi og -vinnsla",227,1853,0.122504
2008-04,Iðnaður,182,1853,0.098219
2008-04,Sorp og veitur,12,1853,0.006476
2008-04,Byggingastarfsemi og mannvirkjagerð,140,1853,0.075553
2008-04,Verslun og vöruflutningar,364,1853,0.196438
2008-04,Farþegaflutningar með flugi,27,1853,0.014571
2008-04,Gistiþjónusta,32,1853,0.017269
2008-04,Veitingaþjónusta,88,1853,0.047491
2008-04,Ferðaþjónusta ýmis,53,1853,0.028602
