manudur,rikisfang,flokkur,fjoldi
2013-03,Íslenskt ríkisfang,40-49 ára,1125
2013-04,Íslenskt ríkisfang,40-49 ára,1059
2013-05,Íslenskt ríkisfang,40-49 ára,1015
2013-06,Íslenskt ríkisfang,40-49 ára,948
2013-07,Íslenskt ríkisfang,40-49 ára,950
2013-08,Íslenskt ríkisfang,40-49 ára,915
2013-09,Íslenskt ríkisfang,40-49 ára,881
2013-10,Íslenskt ríkisfang,40-49 ára,894
2013-11,Íslenskt ríkisfang,40-49 ára,940
2013-12,Íslenskt ríkisfang,40-49 ára,996
2014-01,Íslenskt ríkisfang,40-49 ára,1001
2014-02,Íslenskt ríkisfang,40-49 ára,965
2014-03,Íslenskt ríkisfang,40-49 ára,924
2014-04,Íslenskt ríkisfang,40-49 ára,852
2014-05,Íslenskt ríkisfang,40-49 ára,799
2014-06,Íslenskt ríkisfang,40-49 ára,761
2014-07,Íslenskt ríkisfang,40-49 ára,783
2014-08,Íslenskt ríkisfang,40-49 ára,740
2014-09,Íslenskt ríkisfang,40-49 ára,734
2014-10,Íslenskt ríkisfang,40-49 ára,778
2014-11,Íslenskt ríkisfang,40-49 ára,763
2014-12,Íslenskt ríkisfang,40-49 ára,797
2015-01,Íslenskt ríkisfang,40-49 ára,788
2015-02,Íslenskt ríkisfang,40-49 ára,793
2015-03,Íslenskt ríkisfang,40-49 ára,785
2015-04,Íslenskt ríkisfang,40-49 ára,794
2015-05,Íslenskt ríkisfang,40-49 ára,719
2015-06,Íslenskt ríkisfang,40-49 ára,672
2015-07,Íslenskt ríkisfang,40-49 ára,681
2015-08,Íslenskt ríkisfang,40-49 ára,644
2015-09,Íslenskt ríkisfang,40-49 ára,596
2015-10,Íslenskt ríkisfang,40-49 ára,616
2015-11,Íslenskt ríkisfang,40-49 ára,625
2015-12,Íslenskt ríkisfang,40-49 ára,634
2016-01,Íslenskt ríkisfang,40-49 ára,640
2016-02,Íslenskt ríkisfang,40-49 ára,597
2016-03,Íslenskt ríkisfang,40-49 ára,605
2016-04,Íslenskt ríkisfang,40-49 ára,565
2016-05,Íslenskt ríkisfang,40-49 ára,519
2016-06,Íslenskt ríkisfang,40-49 ára,496
2016-07,Íslenskt ríkisfang,40-49 ára,511
2016-08,Íslenskt ríkisfang,40-49 ára,486
2016-09,Íslenskt ríkisfang,40-49 ára,487
2016-10,Íslenskt ríkisfang,40-49 ára,514
2016-11,Íslenskt ríkisfang,40-49 ára,547
2016-12,Íslenskt ríkisfang,40-49 ára,647
2017-01,Íslenskt ríkisfang,40-49 ára,729
2017-02,Íslenskt ríkisfang,40-49 ára,592
2017-03,Íslenskt ríkisfang,40-49 ára,554
2017-04,Íslenskt ríkisfang,40-49 ára,503
2017-05,Íslenskt ríkisfang,40-49 ára,481
2017-06,Íslenskt ríkisfang,40-49 ára,488
2017-07,Íslenskt ríkisfang,40-49 ára,495
2017-08,Íslenskt ríkisfang,40-49 ára,479
2017-09,Íslenskt ríkisfang,40-49 ára,481
2017-10,Íslenskt ríkisfang,40-49 ára,486
2017-11,Íslenskt ríkisfang,40-49 ára,516
2017-12,Íslenskt ríkisfang,40-49 ára,558
2018-01,Íslenskt ríkisfang,40-49 ára,596
2018-02,Íslenskt ríkisfang,40-49 ára,585
2018-03,Íslenskt ríkisfang,40-49 ára,570
2018-04,Íslenskt ríkisfang,40-49 ára,537
2018-05,Íslenskt ríkisfang,40-49 ára,538
2018-06,Íslenskt ríkisfang,40-49 ára,521
2018-07,Íslenskt ríkisfang,40-49 ára,549
2018-08,Íslenskt ríkisfang,40-49 ára,530
2018-09,Íslenskt ríkisfang,40-49 ára,541
2018-10,Íslenskt ríkisfang,40-49 ára,547
2018-11,Íslenskt ríkisfang,40-49 ára,572
2018-12,Íslenskt ríkisfang,40-49 ára,598
2019-01,Íslenskt ríkisfang,40-49 ára,661
2019-02,Íslenskt ríkisfang,40-49 ára,664
2019-03,Íslenskt ríkisfang,40-49 ára,757
2019-04,Íslenskt ríkisfang,40-49 ára,795
2019-05,Íslenskt ríkisfang,40-49 ára,802
2019-06,Íslenskt ríkisfang,40-49 ára,782
2019-07,Íslenskt ríkisfang,40-49 ára,805
2019-08,Íslenskt ríkisfang,40-49 ára,799
2019-09,Íslenskt ríkisfang,40-49 ára,801
2019-10,Íslenskt ríkisfang,40-49 ára,839
2019-11,Íslenskt ríkisfang,40-49 ára,874
2019-12,Íslenskt ríkisfang,40-49 ára,924
2020-01,Íslenskt ríkisfang,40-49 ára,973
2020-02,Íslenskt ríkisfang,40-49 ára,998
2020-03,Íslenskt ríkisfang,40-49 ára,1702
2020-04,Íslenskt ríkisfang,40-49 ára,7350
2020-05,Íslenskt ríkisfang,40-49 ára,4706
2020-06,Íslenskt ríkisfang,40-49 ára,2969
2020-07,Íslenskt ríkisfang,40-49 ára,2795
2020-08,Íslenskt ríkisfang,40-49 ára,2851
2020-09,Íslenskt ríkisfang,40-49 ára,2789
2020-10,Íslenskt ríkisfang,40-49 ára,3171
2020-11,Íslenskt ríkisfang,40-49 ára,3292
2020-12,Íslenskt ríkisfang,40-49 ára,3292
2021-01,Íslenskt ríkisfang,40-49 ára,3264
2021-02,Íslenskt ríkisfang,40-49 ára,3191
2021-03,Íslenskt ríkisfang,40-49 ára,3141
2021-04,Íslenskt ríkisfang,40-49 ára,3015
2021-05,Íslenskt ríkisfang,40-49 ára,2651
2021-06,Íslenskt ríkisfang,40-49 ára,1650
2021-07,Íslenskt ríkisfang,40-49 ára,1425
2021-08,Íslenskt ríkisfang,40-49 ára,1309
2021-09,Íslenskt ríkisfang,40-49 ára,1195
2021-10,Íslenskt ríkisfang,40-49 ára,1110
2021-11,Íslenskt ríkisfang,40-49 ára,1106
2021-12,Íslenskt ríkisfang,40-49 ára,1070
2022-01,Íslenskt ríkisfang,40-49 ára,1092
2022-02,Íslenskt ríkisfang,40-49 ára,1053
2022-03,Íslenskt ríkisfang,40-49 ára,981
2022-04,Íslenskt ríkisfang,40-49 ára,945
2022-05,Íslenskt ríkisfang,40-49 ára,812
2022-06,Íslenskt ríkisfang,40-49 ára,763
2022-07,Íslenskt ríkisfang,40-49 ára,765
2022-08,Íslenskt ríkisfang,40-49 ára,727
2022-09,Íslenskt ríkisfang,40-49 ára,687
2022-10,Íslenskt ríkisfang,40-49 ára,676
2022-11,Íslenskt ríkisfang,40-49 ára,665
2022-12,Íslenskt ríkisfang,40-49 ára,699
2023-01,Íslenskt ríkisfang,40-49 ára,718
2023-02,Íslenskt ríkisfang,40-49 ára,718
2023-03,Íslenskt ríkisfang,40-49 ára,690
2023-04,Íslenskt ríkisfang,40-49 ára,649
2023-05,Íslenskt ríkisfang,40-49 ára,622
2023-06,Íslenskt ríkisfang,40-49 ára,602
2023-07,Íslenskt ríkisfang,40-49 ára,611
2023-08,Íslenskt ríkisfang,40-49 ára,606
2023-09,Íslenskt ríkisfang,40-49 ára,600
2023-10,Íslenskt ríkisfang,40-49 ára,601
2023-11,Íslenskt ríkisfang,40-49 ára,612
2023-12,Íslenskt ríkisfang,40-49 ára,631
2024-01,Íslenskt ríkisfang,40-49 ára,658
2024-02,Íslenskt ríkisfang,40-49 ára,673
2024-03,Íslenskt ríkisfang,40-49 ára,656
2024-04,Íslenskt ríkisfang,40-49 ára,630
2024-05,Íslenskt ríkisfang,40-49 ára,615
2024-06,Íslenskt ríkisfang,40-49 ára,631
2024-07,Íslenskt ríkisfang,40-49 ára,653
2024-08,Íslenskt ríkisfang,40-49 ára,645
2024-09,Íslenskt ríkisfang,40-49 ára,670
2024-10,Íslenskt ríkisfang,40-49 ára,739
2024-11,Íslenskt ríkisfang,40-49 ára,736
2024-12,Íslenskt ríkisfang,40-49 ára,740
2025-01,Íslenskt ríkisfang,40-49 ára,816
2025-02,Íslenskt ríkisfang,40-49 ára,803
2025-03,Íslenskt ríkisfang,40-49 ára,794
2025-04,Íslenskt ríkisfang,40-49 ára,768
2025-05,Íslenskt ríkisfang,40-49 ára,727
2025-06,Íslenskt ríkisfang,40-49 ára,734
2025-07,Íslenskt ríkisfang,40-49 ára,734
2025-08,Íslenskt ríkisfang,40-49 ára,697
2025-09,Íslenskt ríkisfang,40-49 ára,704
2025-10,Íslenskt ríkisfang,40-49 ára,697
2025-11,Íslenskt ríkisfang,40-49 ára,705
2025-12,Íslenskt ríkisfang,40-49 ára,726
2026-01,Íslenskt ríkisfang,40-49 ára,800
2026-02,Íslenskt ríkisfang,40-49 ára,829
2026-03,Íslenskt ríkisfang,40-49 ára,846
2000-02,Íslenskt ríkisfang,50-59 ára,353
2000-03,Íslenskt ríkisfang,50-59 ára,356
2000-04,Íslenskt ríkisfang,50-59 ára,310
2000-05,Íslenskt ríkisfang,50-59 ára,264
2000-06,Íslenskt ríkisfang,50-59 ára,264
2000-07,Íslenskt ríkisfang,50-59 ára,250
2000-08,Íslenskt ríkisfang,50-59 ára,208
2000-09,Íslenskt ríkisfang,50-59 ára,181
2000-10,Íslenskt ríkisfang,50-59 ára,200
2000-11,Íslenskt ríkisfang,50-59 ára,235
2000-12,Íslenskt ríkisfang,50-59 ára,322
2001-01,Íslenskt ríkisfang,50-59 ára,323
2001-02,Íslenskt ríkisfang,50-59 ára,306
2001-03,Íslenskt ríkisfang,50-59 ára,296
2001-04,Íslenskt ríkisfang,50-59 ára,366
2001-05,Íslenskt ríkisfang,50-59 ára,230
2001-06,Íslenskt ríkisfang,50-59 ára,251
2001-07,Íslenskt ríkisfang,50-59 ára,232
2001-08,Íslenskt ríkisfang,50-59 ára,211
2001-09,Íslenskt ríkisfang,50-59 ára,230
2001-10,Íslenskt ríkisfang,50-59 ára,256
2001-11,Íslenskt ríkisfang,50-59 ára,316
2001-12,Íslenskt ríkisfang,50-59 ára,347
2002-01,Íslenskt ríkisfang,50-59 ára,396
2002-02,Íslenskt ríkisfang,50-59 ára,402
2002-03,Íslenskt ríkisfang,50-59 ára,418
2002-04,Íslenskt ríkisfang,50-59 ára,414
2002-05,Íslenskt ríkisfang,50-59 ára,389
2002-06,Íslenskt ríkisfang,50-59 ára,380
2002-07,Íslenskt ríkisfang,50-59 ára,390
2002-08,Íslenskt ríkisfang,50-59 ára,361
2002-09,Íslenskt ríkisfang,50-59 ára,375
2002-10,Íslenskt ríkisfang,50-59 ára,442
2002-11,Íslenskt ríkisfang,50-59 ára,497
2002-12,Íslenskt ríkisfang,50-59 ára,570
2003-01,Íslenskt ríkisfang,50-59 ára,616
2003-02,Íslenskt ríkisfang,50-59 ára,633
2003-03,Íslenskt ríkisfang,50-59 ára,639
2003-04,Íslenskt ríkisfang,50-59 ára,593
2003-05,Íslenskt ríkisfang,50-59 ára,557
2003-06,Íslenskt ríkisfang,50-59 ára,520
2003-07,Íslenskt ríkisfang,50-59 ára,504
2003-08,Íslenskt ríkisfang,50-59 ára,514
2003-09,Íslenskt ríkisfang,50-59 ára,532
2003-10,Íslenskt ríkisfang,50-59 ára,569
2003-11,Íslenskt ríkisfang,50-59 ára,606
2003-12,Íslenskt ríkisfang,50-59 ára,656
2004-01,Íslenskt ríkisfang,50-59 ára,677
2004-02,Íslenskt ríkisfang,50-59 ára,662
2004-03,Íslenskt ríkisfang,50-59 ára,674
2004-04,Íslenskt ríkisfang,50-59 ára,642
2004-05,Íslenskt ríkisfang,50-59 ára,604
2004-06,Íslenskt ríkisfang,50-59 ára,593
2004-07,Íslenskt ríkisfang,50-59 ára,589
2004-08,Íslenskt ríkisfang,50-59 ára,561
2004-09,Íslenskt ríkisfang,50-59 ára,541
2004-10,Íslenskt ríkisfang,50-59 ára,582
2004-11,Íslenskt ríkisfang,50-59 ára,585
2004-12,Íslenskt ríkisfang,50-59 ára,625
2005-01,Íslenskt ríkisfang,50-59 ára,626
2005-02,Íslenskt ríkisfang,50-59 ára,572
2005-03,Íslenskt ríkisfang,50-59 ára,552
2005-04,Íslenskt ríkisfang,50-59 ára,524
2005-05,Íslenskt ríkisfang,50-59 ára,457
2005-06,Íslenskt ríkisfang,50-59 ára,449
2005-07,Íslenskt ríkisfang,50-59 ára,449
2005-08,Íslenskt ríkisfang,50-59 ára,390
2005-09,Íslenskt ríkisfang,50-59 ára,356
2005-10,Íslenskt ríkisfang,50-59 ára,368
2005-11,Íslenskt ríkisfang,50-59 ára,397
2005-12,Íslenskt ríkisfang,50-59 ára,393
2006-01,Íslenskt ríkisfang,50-59 ára,408
2006-02,Íslenskt ríkisfang,50-59 ára,378
2006-03,Íslenskt ríkisfang,50-59 ára,359
2006-04,Íslenskt ríkisfang,50-59 ára,331
2006-05,Íslenskt ríkisfang,50-59 ára,305
2006-06,Íslenskt ríkisfang,50-59 ára,309
2006-07,Íslenskt ríkisfang,50-59 ára,326
2006-08,Íslenskt ríkisfang,50-59 ára,271
2006-09,Íslenskt ríkisfang,50-59 ára,249
2006-10,Íslenskt ríkisfang,50-59 ára,261
2006-11,Íslenskt ríkisfang,50-59 ára,294
2006-12,Íslenskt ríkisfang,50-59 ára,309
2007-01,Íslenskt ríkisfang,50-59 ára,305
2007-02,Íslenskt ríkisfang,50-59 ára,305
2007-03,Íslenskt ríkisfang,50-59 ára,285
2007-04,Íslenskt ríkisfang,50-59 ára,289
2007-05,Íslenskt ríkisfang,50-59 ára,254
2007-06,Íslenskt ríkisfang,50-59 ára,211
2007-07,Íslenskt ríkisfang,50-59 ára,218
2007-08,Íslenskt ríkisfang,50-59 ára,186
2007-09,Íslenskt ríkisfang,50-59 ára,185
2007-10,Íslenskt ríkisfang,50-59 ára,181
2007-11,Íslenskt ríkisfang,50-59 ára,188
2007-12,Íslenskt ríkisfang,50-59 ára,203
2008-01,Íslenskt ríkisfang,50-59 ára,229
2008-02,Íslenskt ríkisfang,50-59 ára,253
2008-03,Íslenskt ríkisfang,50-59 ára,248
2008-04,Íslenskt ríkisfang,50-59 ára,235
2008-05,Íslenskt ríkisfang,50-59 ára,236
2008-06,Íslenskt ríkisfang,50-59 ára,257
2008-07,Íslenskt ríkisfang,50-59 ára,274
2008-08,Íslenskt ríkisfang,50-59 ára,258
2008-09,Íslenskt ríkisfang,50-59 ára,285
2008-10,Íslenskt ríkisfang,50-59 ára,457
2008-11,Íslenskt ríkisfang,50-59 ára,732
2008-12,Íslenskt ríkisfang,50-59 ára,1075
2009-01,Íslenskt ríkisfang,50-59 ára,1557
2009-02,Íslenskt ríkisfang,50-59 ára,2044
2009-03,Íslenskt ríkisfang,50-59 ára,2240
2009-04,Íslenskt ríkisfang,50-59 ára,2254
2009-05,Íslenskt ríkisfang,50-59 ára,2124
2009-06,Íslenskt ríkisfang,50-59 ára,1896
2009-07,Íslenskt ríkisfang,50-59 ára,1829
2009-08,Íslenskt ríkisfang,50-59 ára,1830
2009-09,Íslenskt ríkisfang,50-59 ára,1868
2009-10,Íslenskt ríkisfang,50-59 ára,1979
2009-11,Íslenskt ríkisfang,50-59 ára,2106
2009-12,Íslenskt ríkisfang,50-59 ára,2164
2010-01,Íslenskt ríkisfang,50-59 ára,2280
2010-02,Íslenskt ríkisfang,50-59 ára,2284
2010-03,Íslenskt ríkisfang,50-59 ára,2223
2010-04,Íslenskt ríkisfang,50-59 ára,2129
2010-05,Íslenskt ríkisfang,50-59 ára,1955
2010-06,Íslenskt ríkisfang,50-59 ára,1820
2010-07,Íslenskt ríkisfang,50-59 ára,1787
2010-08,Íslenskt ríkisfang,50-59 ára,1718
2010-09,Íslenskt ríkisfang,50-59 ára,1740
2010-10,Íslenskt ríkisfang,50-59 ára,1855
2010-11,Íslenskt ríkisfang,50-59 ára,1885
2010-12,Íslenskt ríkisfang,50-59 ára,1952
2011-01,Íslenskt ríkisfang,50-59 ára,1995
2011-02,Íslenskt ríkisfang,50-59 ára,1976
2011-03,Íslenskt ríkisfang,50-59 ára,1969
2011-04,Íslenskt ríkisfang,50-59 ára,1886
2011-05,Íslenskt ríkisfang,50-59 ára,1765
2011-06,Íslenskt ríkisfang,50-59 ára,1678
2011-07,Íslenskt ríkisfang,50-59 ára,1647
2011-08,Íslenskt ríkisfang,50-59 ára,1596
2011-09,Íslenskt ríkisfang,50-59 ára,1535
2011-10,Íslenskt ríkisfang,50-59 ára,1596
2011-11,Íslenskt ríkisfang,50-59 ára,1684
2011-12,Íslenskt ríkisfang,50-59 ára,1769
2012-01,Íslenskt ríkisfang,50-59 ára,1671
2012-02,Íslenskt ríkisfang,50-59 ára,1661
2012-03,Íslenskt ríkisfang,50-59 ára,1601
2012-04,Íslenskt ríkisfang,50-59 ára,1471
2012-05,Íslenskt ríkisfang,50-59 ára,1286
2012-06,Íslenskt ríkisfang,50-59 ára,1133
2012-07,Íslenskt ríkisfang,50-59 ára,1118
2012-08,Íslenskt ríkisfang,50-59 ára,1075
2012-09,Íslenskt ríkisfang,50-59 ára,1081
2012-10,Íslenskt ríkisfang,50-59 ára,1127
2012-11,Íslenskt ríkisfang,50-59 ára,1196
2012-12,Íslenskt ríkisfang,50-59 ára,1243
2013-01,Íslenskt ríkisfang,50-59 ára,1158
2013-02,Íslenskt ríkisfang,50-59 ára,1106
2013-03,Íslenskt ríkisfang,50-59 ára,1074
2013-04,Íslenskt ríkisfang,50-59 ára,995
2013-05,Íslenskt ríkisfang,50-59 ára,946
2013-06,Íslenskt ríkisfang,50-59 ára,878
2013-07,Íslenskt ríkisfang,50-59 ára,891
2013-08,Íslenskt ríkisfang,50-59 ára,865
2013-09,Íslenskt ríkisfang,50-59 ára,821
2013-10,Íslenskt ríkisfang,50-59 ára,872
2013-11,Íslenskt ríkisfang,50-59 ára,914
2013-12,Íslenskt ríkisfang,50-59 ára,967
2014-01,Íslenskt ríkisfang,50-59 ára,969
2014-02,Íslenskt ríkisfang,50-59 ára,933
2014-03,Íslenskt ríkisfang,50-59 ára,932
2014-04,Íslenskt ríkisfang,50-59 ára,882
2014-05,Íslenskt ríkisfang,50-59 ára,818
2014-06,Íslenskt ríkisfang,50-59 ára,745
2014-07,Íslenskt ríkisfang,50-59 ára,729
2014-08,Íslenskt ríkisfang,50-59 ára,693
2014-09,Íslenskt ríkisfang,50-59 ára,689
2014-10,Íslenskt ríkisfang,50-59 ára,702
2014-11,Íslenskt ríkisfang,50-59 ára,707
2014-12,Íslenskt ríkisfang,50-59 ára,757
2015-01,Íslenskt ríkisfang,50-59 ára,759
2015-02,Íslenskt ríkisfang,50-59 ára,741
2015-03,Íslenskt ríkisfang,50-59 ára,722
2015-04,Íslenskt ríkisfang,50-59 ára,687
2015-05,Íslenskt ríkisfang,50-59 ára,619
2015-06,Íslenskt ríkisfang,50-59 ára,591
2015-07,Íslenskt ríkisfang,50-59 ára,588
2015-08,Íslenskt ríkisfang,50-59 ára,561
2015-09,Íslenskt ríkisfang,50-59 ára,554
2015-10,Íslenskt ríkisfang,50-59 ára,580
2015-11,Íslenskt ríkisfang,50-59 ára,604
2015-12,Íslenskt ríkisfang,50-59 ára,600
2016-01,Íslenskt ríkisfang,50-59 ára,617
2016-02,Íslenskt ríkisfang,50-59 ára,578
2016-03,Íslenskt ríkisfang,50-59 ára,557
2016-04,Íslenskt ríkisfang,50-59 ára,545
2016-05,Íslenskt ríkisfang,50-59 ára,502
2016-06,Íslenskt ríkisfang,50-59 ára,474
2016-07,Íslenskt ríkisfang,50-59 ára,449
2016-08,Íslenskt ríkisfang,50-59 ára,441
2016-09,Íslenskt ríkisfang,50-59 ára,421
2016-10,Íslenskt ríkisfang,50-59 ára,428
2016-11,Íslenskt ríkisfang,50-59 ára,448
2016-12,Íslenskt ríkisfang,50-59 ára,549
2017-01,Íslenskt ríkisfang,50-59 ára,641
2017-02,Íslenskt ríkisfang,50-59 ára,510
2017-03,Íslenskt ríkisfang,50-59 ára,508
2017-04,Íslenskt ríkisfang,50-59 ára,468
2017-05,Íslenskt ríkisfang,50-59 ára,423
2017-06,Íslenskt ríkisfang,50-59 ára,425
2017-07,Íslenskt ríkisfang,50-59 ára,421
2017-08,Íslenskt ríkisfang,50-59 ára,404
2017-09,Íslenskt ríkisfang,50-59 ára,397
2017-10,Íslenskt ríkisfang,50-59 ára,430
2017-11,Íslenskt ríkisfang,50-59 ára,457
2017-12,Íslenskt ríkisfang,50-59 ára,486
2018-01,Íslenskt ríkisfang,50-59 ára,517
2018-02,Íslenskt ríkisfang,50-59 ára,511
2018-03,Íslenskt ríkisfang,50-59 ára,513
2018-04,Íslenskt ríkisfang,50-59 ára,470
2018-05,Íslenskt ríkisfang,50-59 ára,467
2018-06,Íslenskt ríkisfang,50-59 ára,441
2018-07,Íslenskt ríkisfang,50-59 ára,456
2018-08,Íslenskt ríkisfang,50-59 ára,464
2018-09,Íslenskt ríkisfang,50-59 ára,472
2018-10,Íslenskt ríkisfang,50-59 ára,494
2018-11,Íslenskt ríkisfang,50-59 ára,527
2018-12,Íslenskt ríkisfang,50-59 ára,567
2019-01,Íslenskt ríkisfang,50-59 ára,625
2019-02,Íslenskt ríkisfang,50-59 ára,597
2019-03,Íslenskt ríkisfang,50-59 ára,643
2019-04,Íslenskt ríkisfang,50-59 ára,671
2019-05,Íslenskt ríkisfang,50-59 ára,650
2019-06,Íslenskt ríkisfang,50-59 ára,654
2019-07,Íslenskt ríkisfang,50-59 ára,659
2019-08,Íslenskt ríkisfang,50-59 ára,653
2019-09,Íslenskt ríkisfang,50-59 ára,672
2019-10,Íslenskt ríkisfang,50-59 ára,712
2019-11,Íslenskt ríkisfang,50-59 ára,767
2019-12,Íslenskt ríkisfang,50-59 ára,813
2020-01,Íslenskt ríkisfang,50-59 ára,885
2020-02,Íslenskt ríkisfang,50-59 ára,884
2020-03,Íslenskt ríkisfang,50-59 ára,1463
2020-04,Íslenskt ríkisfang,50-59 ára,6504
2020-05,Íslenskt ríkisfang,50-59 ára,4140
2020-06,Íslenskt ríkisfang,50-59 ára,2551
2020-07,Íslenskt ríkisfang,50-59 ára,2239
2020-08,Íslenskt ríkisfang,50-59 ára,2300
2020-09,Íslenskt ríkisfang,50-59 ára,2323
2020-10,Íslenskt ríkisfang,50-59 ára,2666
2020-11,Íslenskt ríkisfang,50-59 ára,2816
2020-12,Íslenskt ríkisfang,50-59 ára,2873
2021-01,Íslenskt ríkisfang,50-59 ára,2816
2021-02,Íslenskt ríkisfang,50-59 ára,2726
2021-03,Íslenskt ríkisfang,50-59 ára,2694
2021-04,Íslenskt ríkisfang,50-59 ára,2557
2021-05,Íslenskt ríkisfang,50-59 ára,2217
2021-06,Íslenskt ríkisfang,50-59 ára,1388
2021-07,Íslenskt ríkisfang,50-59 ára,1198
2021-08,Íslenskt ríkisfang,50-59 ára,1103
2021-09,Íslenskt ríkisfang,50-59 ára,1002
2021-10,Íslenskt ríkisfang,50-59 ára,943
2021-11,Íslenskt ríkisfang,50-59 ára,955
2021-12,Íslenskt ríkisfang,50-59 ára,930
2022-01,Íslenskt ríkisfang,50-59 ára,942
2022-02,Íslenskt ríkisfang,50-59 ára,900
2022-03,Íslenskt ríkisfang,50-59 ára,858
2022-04,Íslenskt ríkisfang,50-59 ára,811
2022-05,Íslenskt ríkisfang,50-59 ára,701
2022-06,Íslenskt ríkisfang,50-59 ára,625
2022-07,Íslenskt ríkisfang,50-59 ára,612
2022-08,Íslenskt ríkisfang,50-59 ára,568
2022-09,Íslenskt ríkisfang,50-59 ára,529
2022-10,Íslenskt ríkisfang,50-59 ára,559
2022-11,Íslenskt ríkisfang,50-59 ára,546
2022-12,Íslenskt ríkisfang,50-59 ára,550
2023-01,Íslenskt ríkisfang,50-59 ára,564
2023-02,Íslenskt ríkisfang,50-59 ára,549
2023-03,Íslenskt ríkisfang,50-59 ára,509
2023-04,Íslenskt ríkisfang,50-59 ára,473
2023-05,Íslenskt ríkisfang,50-59 ára,422
2023-06,Íslenskt ríkisfang,50-59 ára,402
2023-07,Íslenskt ríkisfang,50-59 ára,405
2023-08,Íslenskt ríkisfang,50-59 ára,424
2023-09,Íslenskt ríkisfang,50-59 ára,412
2023-10,Íslenskt ríkisfang,50-59 ára,432
2023-11,Íslenskt ríkisfang,50-59 ára,471
2023-12,Íslenskt ríkisfang,50-59 ára,502
2024-01,Íslenskt ríkisfang,50-59 ára,547
2024-02,Íslenskt ríkisfang,50-59 ára,536
2024-03,Íslenskt ríkisfang,50-59 ára,521
2024-04,Íslenskt ríkisfang,50-59 ára,489
2024-05,Íslenskt ríkisfang,50-59 ára,486
2024-06,Íslenskt ríkisfang,50-59 ára,484
2024-07,Íslenskt ríkisfang,50-59 ára,516
2024-08,Íslenskt ríkisfang,50-59 ára,504
2024-09,Íslenskt ríkisfang,50-59 ára,500
2024-10,Íslenskt ríkisfang,50-59 ára,501
2024-11,Íslenskt ríkisfang,50-59 ára,531
2024-12,Íslenskt ríkisfang,50-59 ára,523
2025-01,Íslenskt ríkisfang,50-59 ára,572
2025-02,Íslenskt ríkisfang,50-59 ára,578
2025-03,Íslenskt ríkisfang,50-59 ára,571
2025-04,Íslenskt ríkisfang,50-59 ára,569
2025-05,Íslenskt ríkisfang,50-59 ára,549
2025-06,Íslenskt ríkisfang,50-59 ára,545
2025-07,Íslenskt ríkisfang,50-59 ára,576
2025-08,Íslenskt ríkisfang,50-59 ára,534
2025-09,Íslenskt ríkisfang,50-59 ára,526
2025-10,Íslenskt ríkisfang,50-59 ára,561
2025-11,Íslenskt ríkisfang,50-59 ára,597
2025-12,Íslenskt ríkisfang,50-59 ára,615
2026-01,Íslenskt ríkisfang,50-59 ára,665
2026-02,Íslenskt ríkisfang,50-59 ára,673
2026-03,Íslenskt ríkisfang,50-59 ára,687
2000-02,Íslenskt ríkisfang,60-69 ára,539
2000-03,Íslenskt ríkisfang,60-69 ára,527
2000-04,Íslenskt ríkisfang,60-69 ára,510
2000-05,Íslenskt ríkisfang,60-69 ára,463
2000-06,Íslenskt ríkisfang,60-69 ára,469
2000-07,Íslenskt ríkisfang,60-69 ára,427
2000-08,Íslenskt ríkisfang,60-69 ára,397
2000-09,Íslenskt ríkisfang,60-69 ára,341
2000-10,Íslenskt ríkisfang,60-69 ára,340
2000-11,Íslenskt ríkisfang,60-69 ára,374
2000-12,Íslenskt ríkisfang,60-69 ára,410
2001-01,Íslenskt ríkisfang,60-69 ára,414
2001-02,Íslenskt ríkisfang,60-69 ára,418
2001-03,Íslenskt ríkisfang,60-69 ára,425
2001-04,Íslenskt ríkisfang,60-69 ára,455
2001-05,Íslenskt ríkisfang,60-69 ára,358
2001-06,Íslenskt ríkisfang,60-69 ára,367
2001-07,Íslenskt ríkisfang,60-69 ára,351
2001-08,Íslenskt ríkisfang,60-69 ára,329
2001-09,Íslenskt ríkisfang,60-69 ára,328
2001-10,Íslenskt ríkisfang,60-69 ára,357
2001-11,Íslenskt ríkisfang,60-69 ára,382
2001-12,Íslenskt ríkisfang,60-69 ára,408
2002-01,Íslenskt ríkisfang,60-69 ára,428
2002-02,Íslenskt ríkisfang,60-69 ára,422
2002-03,Íslenskt ríkisfang,60-69 ára,422
2002-04,Íslenskt ríkisfang,60-69 ára,414
2002-05,Íslenskt ríkisfang,60-69 ára,367
2002-06,Íslenskt ríkisfang,60-69 ára,391
2002-07,Íslenskt ríkisfang,60-69 ára,384
2002-08,Íslenskt ríkisfang,60-69 ára,389
2002-09,Íslenskt ríkisfang,60-69 ára,382
2002-10,Íslenskt ríkisfang,60-69 ára,418
2002-11,Íslenskt ríkisfang,60-69 ára,438
2002-12,Íslenskt ríkisfang,60-69 ára,472
2003-01,Íslenskt ríkisfang,60-69 ára,472
2003-02,Íslenskt ríkisfang,60-69 ára,482
2003-03,Íslenskt ríkisfang,60-69 ára,475
2003-04,Íslenskt ríkisfang,60-69 ára,477
2003-05,Íslenskt ríkisfang,60-69 ára,457
2003-06,Íslenskt ríkisfang,60-69 ára,471
2003-07,Íslenskt ríkisfang,60-69 ára,445
2003-08,Íslenskt ríkisfang,60-69 ára,418
