manudur,maeling,flokkur,gildi
2011-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,63
2011-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,63
2011-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,62
2011-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,67
2011-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,54
2011-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,36
2011-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,37
2011-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,41
2011-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,42
2011-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,45
2011-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,52
2011-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,52
2012-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,50
2012-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,49
2012-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,52
2012-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,49
2012-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,46
2012-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,37
2012-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2012-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,36
2012-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,30
2012-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2012-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2012-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,36
2013-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2013-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,29
2013-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,29
2013-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2013-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2013-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2013-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2013-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,30
2013-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19
2013-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2013-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2013-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,39
2014-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,44
2014-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,48
2014-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,47
2014-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,47
2014-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,37
2014-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2014-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2014-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22
2014-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2014-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2014-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2014-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,29
2015-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2015-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2015-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2015-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2015-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2015-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,21
2015-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2015-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2015-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,29
2015-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2015-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2015-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,29
2016-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2016-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,32
2016-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2016-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2016-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2016-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2016-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,21
2016-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2016-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19
2016-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2016-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2016-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2017-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,30
2017-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2017-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2017-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2017-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15
2017-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,9
2017-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,9
2017-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,8
2017-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,9
2017-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15
2017-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2017-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22
2018-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2018-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2018-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2018-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2018-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2018-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2018-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19
2018-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,17
2018-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,14
2018-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2018-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,21
2018-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2019-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,26
2019-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2019-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2019-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,21
2019-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,17
2019-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2019-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,17
2019-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2019-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19
2019-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2019-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2019-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,26
2020-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2020-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,31
2020-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,38
2020-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,154
2020-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,113
2020-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,81
2020-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,63
2020-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,69
2020-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,65
2020-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,71
2020-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,85
2020-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,88
2021-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,81
2021-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,80
2021-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,82
2021-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,78
2021-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,60
2021-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,36
2021-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,33
2021-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2021-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2021-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2021-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22
2021-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2022-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,28
2022-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,27
2022-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2022-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2022-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2022-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,14
2022-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,10
2022-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,11
2022-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,10
2022-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,12
2022-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,11
2022-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,14
2023-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2023-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15
2023-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2023-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20
2023-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15
2023-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,7
2023-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,7
2023-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,8
2023-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,8
2023-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,12
2023-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2023-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2024-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2024-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,23
2024-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2024-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,24
2024-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,16
2024-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2024-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,13
2024-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,12
2024-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,13
2024-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,10
2024-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,18
2024-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22
2025-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2025-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,26
2025-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,25
2025-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22
2025-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,21
2025-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15.047619047619047
2025-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,13.695652173913043
2025-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15.714285714285714
2025-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,10.681818181818182
2025-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,15.565217391304348
2025-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19.85
2025-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20.17391304347826
2026-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,22.545454545454547
2026-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,20.8
2026-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland vestra konur,19.545454545454547
2000-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,355
2000-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,338
2000-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,294
2000-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,253
2000-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,205
2000-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,175
2000-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,172
2000-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,144
2000-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,147
2000-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,200
2000-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,308
2001-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,386
2001-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,391
2001-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,381
2001-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,417
2001-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,366
2001-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,253
2001-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,216
2001-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,192
2001-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,203
2001-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,253
2001-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,312
2001-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,447
2002-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,516
2002-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,502
2002-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,436
2002-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,406
2002-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,359
2002-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,308
2002-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,280
2002-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,247
2002-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,234
2002-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,270
2002-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,366
2002-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,420
2003-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,537
2003-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,574
2003-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,552
2003-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,546
2003-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,496
2003-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,406
2003-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,328
2003-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,317
2003-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,310
2003-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,338
2003-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,392
2003-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,446
2004-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,488
2004-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,488
2004-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,455
2004-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,452
2004-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,478
2004-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,441
2004-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,426
2004-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,417
2004-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,396
2004-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,413
2004-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,440
2004-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,530
2005-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,557
2005-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,488
2005-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,442
2005-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,413
2005-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,396
2005-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,389
2005-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,382
2005-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,366
2005-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,303
2005-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,371
2005-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,387
2005-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,399
2006-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,424
2006-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,398
2006-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,381
2006-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,362
2006-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,365
2006-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,298
2006-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,325
2006-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,301
2006-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,259
2006-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,269
2006-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,291
2006-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,315
2007-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,316
2007-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,320
2007-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,297
2007-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,291
2007-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,279
2007-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,239
2007-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,238
2007-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,223
2007-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,198
2007-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,219
2007-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,238
2007-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,271
2008-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,299
2008-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,288
2008-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,287
2008-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,275
2008-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,287
2008-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,262
2008-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,266
2008-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,256
2008-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,262
2008-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,339
2008-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,536
2008-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,772
2009-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1010
2009-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1262
2009-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1275
2009-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1203
2009-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1132
2009-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1009
2009-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,952
2009-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,921
2009-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,827
2009-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,908
2009-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1008
2009-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1096
2010-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1222
2010-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1140
2010-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1135
2010-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,1067
2010-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,975
2010-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,876
2010-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,828
2010-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,796
2010-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,708
2010-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,762
2010-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,859
2010-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,921
2011-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,978
2011-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,966
2011-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,943
2011-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,842
2011-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,770
2011-06,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,680
2011-07,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,669
2011-08,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,631
2011-09,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,607
2011-10,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,632
2011-11,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,685
2011-12,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,767
2012-01,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,775
2012-02,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,775
2012-03,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,735
2012-04,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,694
2012-05,"Atvinnulausir, meðalfjöldi á mánuði",Norðurland eystra alls,619
