manudur,svaedi,kyn_eda_rikisfang,fjoldi
2017-01,Norðurland vestra,Konur,38
2017-02,Norðurland vestra,Konur,45
2017-03,Norðurland vestra,Konur,35
2017-04,Norðurland vestra,Konur,22
2017-05,Norðurland vestra,Konur,19
2017-06,Norðurland vestra,Konur,14
2017-07,Norðurland vestra,Konur,13
2017-08,Norðurland vestra,Konur,11
2017-09,Norðurland vestra,Konur,13
2017-10,Norðurland vestra,Konur,20
2017-11,Norðurland vestra,Konur,23
2017-12,Norðurland vestra,Konur,25
2018-01,Norðurland vestra,Konur,33
2018-02,Norðurland vestra,Konur,30
2018-03,Norðurland vestra,Konur,28
2018-04,Norðurland vestra,Konur,28
2018-05,Norðurland vestra,Konur,22
2018-06,Norðurland vestra,Konur,22
2018-07,Norðurland vestra,Konur,24
2018-08,Norðurland vestra,Konur,21
2018-09,Norðurland vestra,Konur,20
2018-10,Norðurland vestra,Konur,23
2018-11,Norðurland vestra,Konur,30
2018-12,Norðurland vestra,Konur,34
2019-01,Norðurland vestra,Konur,33
2019-02,Norðurland vestra,Konur,33
2019-03,Norðurland vestra,Konur,31
2019-04,Norðurland vestra,Konur,22
2019-05,Norðurland vestra,Konur,20
2019-06,Norðurland vestra,Konur,19
2019-07,Norðurland vestra,Konur,22
2019-08,Norðurland vestra,Konur,25
2019-09,Norðurland vestra,Konur,22
2019-10,Norðurland vestra,Konur,31
2019-11,Norðurland vestra,Konur,30
2019-12,Norðurland vestra,Konur,34
2020-01,Norðurland vestra,Konur,35
2020-02,Norðurland vestra,Konur,36
2020-03,Norðurland vestra,Konur,70
2020-04,Norðurland vestra,Konur,226
2020-05,Norðurland vestra,Konur,154
2020-06,Norðurland vestra,Konur,111
2020-07,Norðurland vestra,Konur,81
2020-08,Norðurland vestra,Konur,85
2020-09,Norðurland vestra,Konur,87
2020-10,Norðurland vestra,Konur,101
2020-11,Norðurland vestra,Konur,114
2020-12,Norðurland vestra,Konur,116
2021-01,Norðurland vestra,Konur,103
2021-02,Norðurland vestra,Konur,108
2021-03,Norðurland vestra,Konur,110
2021-04,Norðurland vestra,Konur,107
2021-05,Norðurland vestra,Konur,83
2021-06,Norðurland vestra,Konur,45
2021-07,Norðurland vestra,Konur,38
2021-08,Norðurland vestra,Konur,29
2021-09,Norðurland vestra,Konur,21
2021-10,Norðurland vestra,Konur,26
2021-11,Norðurland vestra,Konur,29
2021-12,Norðurland vestra,Konur,33
2022-01,Norðurland vestra,Konur,35
2022-02,Norðurland vestra,Konur,36
2022-03,Norðurland vestra,Konur,30
2022-04,Norðurland vestra,Konur,28
2022-05,Norðurland vestra,Konur,17
2022-06,Norðurland vestra,Konur,15
2022-07,Norðurland vestra,Konur,11
2022-08,Norðurland vestra,Konur,13
2022-09,Norðurland vestra,Konur,14
2022-10,Norðurland vestra,Konur,14
2022-11,Norðurland vestra,Konur,15
2022-12,Norðurland vestra,Konur,20
2023-01,Norðurland vestra,Konur,20
2023-02,Norðurland vestra,Konur,18
2023-03,Norðurland vestra,Konur,19
2023-04,Norðurland vestra,Konur,22
2023-05,Norðurland vestra,Konur,16
2023-06,Norðurland vestra,Konur,9
2023-07,Norðurland vestra,Konur,12
2023-08,Norðurland vestra,Konur,11
2023-09,Norðurland vestra,Konur,11
2023-10,Norðurland vestra,Konur,16
2023-11,Norðurland vestra,Konur,20
2023-12,Norðurland vestra,Konur,25
2024-01,Norðurland vestra,Konur,23
2024-02,Norðurland vestra,Konur,23
2024-03,Norðurland vestra,Konur,24
2024-04,Norðurland vestra,Konur,24
2024-05,Norðurland vestra,Konur,18
2024-06,Norðurland vestra,Konur,21
2024-07,Norðurland vestra,Konur,15
2024-08,Norðurland vestra,Konur,14
2024-09,Norðurland vestra,Konur,15
2024-10,Norðurland vestra,Konur,12
2024-11,Norðurland vestra,Konur,21
2024-12,Norðurland vestra,Konur,26
2025-01,Norðurland vestra,Konur,29
2025-02,Norðurland vestra,Konur,27
2025-03,Norðurland vestra,Konur,22
2025-04,Norðurland vestra,Konur,23
2025-05,Norðurland vestra,Konur,21
2025-06,Norðurland vestra,Konur,15
2025-07,Norðurland vestra,Konur,14
2025-08,Norðurland vestra,Konur,14
2025-09,Norðurland vestra,Konur,10
2025-10,Norðurland vestra,Konur,20
2025-11,Norðurland vestra,Konur,22
2025-12,Norðurland vestra,Konur,21
2026-01,Norðurland vestra,Konur,22
2026-02,Norðurland vestra,Konur,23
2026-03,Norðurland vestra,Konur,21
2000-02,Norðurland eystra,Allir,418
2000-03,Norðurland eystra,Allir,369
2000-04,Norðurland eystra,Allir,339
2000-05,Norðurland eystra,Allir,293
2000-06,Norðurland eystra,Allir,219
2000-07,Norðurland eystra,Allir,214
2000-08,Norðurland eystra,Allir,199
2000-09,Norðurland eystra,Allir,178
2000-10,Norðurland eystra,Allir,178
2000-11,Norðurland eystra,Allir,283
2000-12,Norðurland eystra,Allir,356
2001-01,Norðurland eystra,Allir,426
2001-02,Norðurland eystra,Allir,436
2001-03,Norðurland eystra,Allir,431
2001-04,Norðurland eystra,Allir,505
2001-05,Norðurland eystra,Allir,299
2001-06,Norðurland eystra,Allir,261
2001-07,Norðurland eystra,Allir,266
2001-08,Norðurland eystra,Allir,197
2001-09,Norðurland eystra,Allir,262
2001-10,Norðurland eystra,Allir,323
2001-11,Norðurland eystra,Allir,395
2001-12,Norðurland eystra,Allir,548
2002-01,Norðurland eystra,Allir,567
2002-02,Norðurland eystra,Allir,509
2002-03,Norðurland eystra,Allir,445
2002-04,Norðurland eystra,Allir,411
2002-05,Norðurland eystra,Allir,366
2002-06,Norðurland eystra,Allir,321
2002-07,Norðurland eystra,Allir,312
2002-08,Norðurland eystra,Allir,240
2002-09,Norðurland eystra,Allir,274
2002-10,Norðurland eystra,Allir,348
2002-11,Norðurland eystra,Allir,422
2002-12,Norðurland eystra,Allir,518
2003-01,Norðurland eystra,Allir,591
2003-02,Norðurland eystra,Allir,614
2003-03,Norðurland eystra,Allir,607
2003-04,Norðurland eystra,Allir,591
2003-05,Norðurland eystra,Allir,512
2003-06,Norðurland eystra,Allir,405
2003-07,Norðurland eystra,Allir,358
2003-08,Norðurland eystra,Allir,304
2003-09,Norðurland eystra,Allir,375
2003-10,Norðurland eystra,Allir,399
2003-11,Norðurland eystra,Allir,453
2003-12,Norðurland eystra,Allir,519
2004-01,Norðurland eystra,Allir,510
2004-02,Norðurland eystra,Allir,516
2004-03,Norðurland eystra,Allir,499
2004-04,Norðurland eystra,Allir,499
2004-05,Norðurland eystra,Allir,530
2004-06,Norðurland eystra,Allir,470
2004-07,Norðurland eystra,Allir,469
2004-08,Norðurland eystra,Allir,408
2004-09,Norðurland eystra,Allir,424
2004-10,Norðurland eystra,Allir,463
2004-11,Norðurland eystra,Allir,498
2004-12,Norðurland eystra,Allir,645
2005-01,Norðurland eystra,Allir,574
2005-02,Norðurland eystra,Allir,522
2005-03,Norðurland eystra,Allir,481
2005-04,Norðurland eystra,Allir,430
2005-05,Norðurland eystra,Allir,429
2005-06,Norðurland eystra,Allir,417
2005-07,Norðurland eystra,Allir,432
2005-08,Norðurland eystra,Allir,360
2005-09,Norðurland eystra,Allir,324
2005-10,Norðurland eystra,Allir,398
2005-11,Norðurland eystra,Allir,432
2005-12,Norðurland eystra,Allir,452
2006-01,Norðurland eystra,Allir,466
2006-02,Norðurland eystra,Allir,437
2006-03,Norðurland eystra,Allir,417
2006-04,Norðurland eystra,Allir,392
2006-05,Norðurland eystra,Allir,396
2006-06,Norðurland eystra,Allir,328
2006-07,Norðurland eystra,Allir,370
2006-08,Norðurland eystra,Allir,305
2006-09,Norðurland eystra,Allir,307
2006-10,Norðurland eystra,Allir,314
2006-11,Norðurland eystra,Allir,348
2006-12,Norðurland eystra,Allir,361
2007-01,Norðurland eystra,Allir,353
2007-02,Norðurland eystra,Allir,347
2007-03,Norðurland eystra,Allir,327
2007-04,Norðurland eystra,Allir,320
2007-05,Norðurland eystra,Allir,319
2007-06,Norðurland eystra,Allir,287
2007-07,Norðurland eystra,Allir,279
2007-08,Norðurland eystra,Allir,221
2007-09,Norðurland eystra,Allir,232
2007-10,Norðurland eystra,Allir,247
2007-11,Norðurland eystra,Allir,278
2007-12,Norðurland eystra,Allir,323
2008-01,Norðurland eystra,Allir,322
2008-02,Norðurland eystra,Allir,326
2008-03,Norðurland eystra,Allir,323
2008-04,Norðurland eystra,Allir,303
2008-05,Norðurland eystra,Allir,331
2008-06,Norðurland eystra,Allir,296
2008-07,Norðurland eystra,Allir,317
2008-08,Norðurland eystra,Allir,282
2008-09,Norðurland eystra,Allir,304
2008-10,Norðurland eystra,Allir,455
2008-11,Norðurland eystra,Allir,657
2008-12,Norðurland eystra,Allir,950
2009-01,Norðurland eystra,Allir,1291
2009-02,Norðurland eystra,Allir,1619
2009-03,Norðurland eystra,Allir,1585
2009-04,Norðurland eystra,Allir,1489
2009-05,Norðurland eystra,Allir,1343
2009-06,Norðurland eystra,Allir,1187
2009-07,Norðurland eystra,Allir,1115
2009-08,Norðurland eystra,Allir,1062
2009-09,Norðurland eystra,Allir,1008
2009-10,Norðurland eystra,Allir,1105
2009-11,Norðurland eystra,Allir,1208
2009-12,Norðurland eystra,Allir,1309
2010-01,Norðurland eystra,Allir,1424
2010-02,Norðurland eystra,Allir,1319
2010-03,Norðurland eystra,Allir,1303
2010-04,Norðurland eystra,Allir,1214
2010-05,Norðurland eystra,Allir,1099
2010-06,Norðurland eystra,Allir,978
2010-07,Norðurland eystra,Allir,941
2010-08,Norðurland eystra,Allir,857
2010-09,Norðurland eystra,Allir,832
2010-10,Norðurland eystra,Allir,914
2010-11,Norðurland eystra,Allir,1007
2010-12,Norðurland eystra,Allir,1082
2011-01,Norðurland eystra,Allir,1122
2011-02,Norðurland eystra,Allir,1100
2011-03,Norðurland eystra,Allir,1049
2011-04,Norðurland eystra,Allir,944
2011-05,Norðurland eystra,Allir,858
2011-06,Norðurland eystra,Allir,749
2011-07,Norðurland eystra,Allir,756
2011-08,Norðurland eystra,Allir,731
2011-09,Norðurland eystra,Allir,695
2011-10,Norðurland eystra,Allir,742
2011-11,Norðurland eystra,Allir,770
2011-12,Norðurland eystra,Allir,886
2012-01,Norðurland eystra,Allir,843
2012-02,Norðurland eystra,Allir,845
2012-03,Norðurland eystra,Allir,782
2012-04,Norðurland eystra,Allir,744
2012-05,Norðurland eystra,Allir,620
2012-06,Norðurland eystra,Allir,503
2012-07,Norðurland eystra,Allir,528
2012-08,Norðurland eystra,Allir,495
2012-09,Norðurland eystra,Allir,494
2012-10,Norðurland eystra,Allir,586
2012-11,Norðurland eystra,Allir,652
2012-12,Norðurland eystra,Allir,735
2013-01,Norðurland eystra,Allir,737
2013-02,Norðurland eystra,Allir,702
2013-03,Norðurland eystra,Allir,679
2013-04,Norðurland eystra,Allir,611
2013-05,Norðurland eystra,Allir,540
2013-06,Norðurland eystra,Allir,438
2013-07,Norðurland eystra,Allir,441
2013-08,Norðurland eystra,Allir,439
2013-09,Norðurland eystra,Allir,424
2013-10,Norðurland eystra,Allir,496
2013-11,Norðurland eystra,Allir,562
2013-12,Norðurland eystra,Allir,628
2014-01,Norðurland eystra,Allir,637
2014-02,Norðurland eystra,Allir,637
2014-03,Norðurland eystra,Allir,630
2014-04,Norðurland eystra,Allir,616
2014-05,Norðurland eystra,Allir,541
2014-06,Norðurland eystra,Allir,438
2014-07,Norðurland eystra,Allir,418
2014-08,Norðurland eystra,Allir,402
2014-09,Norðurland eystra,Allir,412
2014-10,Norðurland eystra,Allir,481
2014-11,Norðurland eystra,Allir,518
2014-12,Norðurland eystra,Allir,554
2015-01,Norðurland eystra,Allir,611
2015-02,Norðurland eystra,Allir,577
2015-03,Norðurland eystra,Allir,569
2015-04,Norðurland eystra,Allir,576
2015-05,Norðurland eystra,Allir,451
2015-06,Norðurland eystra,Allir,370
2015-07,Norðurland eystra,Allir,362
2015-08,Norðurland eystra,Allir,368
2015-09,Norðurland eystra,Allir,361
2015-10,Norðurland eystra,Allir,400
2015-11,Norðurland eystra,Allir,451
2015-12,Norðurland eystra,Allir,466
2016-01,Norðurland eystra,Allir,538
2016-02,Norðurland eystra,Allir,491
2016-03,Norðurland eystra,Allir,461
2016-04,Norðurland eystra,Allir,419
2016-05,Norðurland eystra,Allir,359
2016-06,Norðurland eystra,Allir,298
2016-07,Norðurland eystra,Allir,282
2016-08,Norðurland eystra,Allir,285
2016-09,Norðurland eystra,Allir,291
2016-10,Norðurland eystra,Allir,314
2016-11,Norðurland eystra,Allir,367
2016-12,Norðurland eystra,Allir,728
2017-01,Norðurland eystra,Allir,881
2017-02,Norðurland eystra,Allir,537
2017-03,Norðurland eystra,Allir,476
2017-04,Norðurland eystra,Allir,410
2017-05,Norðurland eystra,Allir,366
2017-06,Norðurland eystra,Allir,357
2017-07,Norðurland eystra,Allir,349
2017-08,Norðurland eystra,Allir,347
2017-09,Norðurland eystra,Allir,340
2017-10,Norðurland eystra,Allir,360
2017-11,Norðurland eystra,Allir,416
2017-12,Norðurland eystra,Allir,436
2018-01,Norðurland eystra,Allir,474
2018-02,Norðurland eystra,Allir,472
2018-03,Norðurland eystra,Allir,436
2018-04,Norðurland eystra,Allir,412
2018-05,Norðurland eystra,Allir,373
2018-06,Norðurland eystra,Allir,347
2018-07,Norðurland eystra,Allir,348
2018-08,Norðurland eystra,Allir,339
2018-09,Norðurland eystra,Allir,331
2018-10,Norðurland eystra,Allir,365
2018-11,Norðurland eystra,Allir,432
2018-12,Norðurland eystra,Allir,470
2019-01,Norðurland eystra,Allir,532
2019-02,Norðurland eystra,Allir,534
2019-03,Norðurland eystra,Allir,552
2019-04,Norðurland eystra,Allir,537
2019-05,Norðurland eystra,Allir,496
2019-06,Norðurland eystra,Allir,479
2019-07,Norðurland eystra,Allir,466
2019-08,Norðurland eystra,Allir,487
2019-09,Norðurland eystra,Allir,489
2019-10,Norðurland eystra,Allir,549
2019-11,Norðurland eystra,Allir,633
2019-12,Norðurland eystra,Allir,668
2020-01,Norðurland eystra,Allir,759
2020-02,Norðurland eystra,Allir,772
2020-03,Norðurland eystra,Allir,1092
2020-04,Norðurland eystra,Allir,3860
2020-05,Norðurland eystra,Allir,2257
2020-06,Norðurland eystra,Allir,1333
2020-07,Norðurland eystra,Allir,1110
2020-08,Norðurland eystra,Allir,1179
2020-09,Norðurland eystra,Allir,1213
2020-10,Norðurland eystra,Allir,1476
2020-11,Norðurland eystra,Allir,1757
2020-12,Norðurland eystra,Allir,1785
2021-01,Norðurland eystra,Allir,1777
2021-02,Norðurland eystra,Allir,1620
2021-03,Norðurland eystra,Allir,1514
2021-04,Norðurland eystra,Allir,1455
2021-05,Norðurland eystra,Allir,1187
2021-06,Norðurland eystra,Allir,712
2021-07,Norðurland eystra,Allir,649
2021-08,Norðurland eystra,Allir,603
2021-09,Norðurland eystra,Allir,605
2021-10,Norðurland eystra,Allir,615
2021-11,Norðurland eystra,Allir,689
2021-12,Norðurland eystra,Allir,735
2022-01,Norðurland eystra,Allir,777
2022-02,Norðurland eystra,Allir,706
2022-03,Norðurland eystra,Allir,644
2022-04,Norðurland eystra,Allir,567
2022-05,Norðurland eystra,Allir,453
2022-06,Norðurland eystra,Allir,378
2022-07,Norðurland eystra,Allir,387
2022-08,Norðurland eystra,Allir,371
2022-09,Norðurland eystra,Allir,388
2022-10,Norðurland eystra,Allir,447
2022-11,Norðurland eystra,Allir,485
2022-12,Norðurland eystra,Allir,519
2023-01,Norðurland eystra,Allir,537
2023-02,Norðurland eystra,Allir,517
2023-03,Norðurland eystra,Allir,489
2023-04,Norðurland eystra,Allir,430
2023-05,Norðurland eystra,Allir,365
2023-06,Norðurland eystra,Allir,327
2023-07,Norðurland eystra,Allir,334
2023-08,Norðurland eystra,Allir,313
2023-09,Norðurland eystra,Allir,330
2023-10,Norðurland eystra,Allir,390
2023-11,Norðurland eystra,Allir,466
2023-12,Norðurland eystra,Allir,498
2024-01,Norðurland eystra,Allir,542
2024-02,Norðurland eystra,Allir,533
2024-03,Norðurland eystra,Allir,491
2024-04,Norðurland eystra,Allir,454
2024-05,Norðurland eystra,Allir,397
2024-06,Norðurland eystra,Allir,357
2024-07,Norðurland eystra,Allir,358
2024-08,Norðurland eystra,Allir,360
2024-09,Norðurland eystra,Allir,407
2024-10,Norðurland eystra,Allir,436
2024-11,Norðurland eystra,Allir,488
2024-12,Norðurland eystra,Allir,525
2025-01,Norðurland eystra,Allir,579
2025-02,Norðurland eystra,Allir,562
2025-03,Norðurland eystra,Allir,516
2025-04,Norðurland eystra,Allir,480
2025-05,Norðurland eystra,Allir,400
2025-06,Norðurland eystra,Allir,370
2025-07,Norðurland eystra,Allir,365
2025-08,Norðurland eystra,Allir,358
2025-09,Norðurland eystra,Allir,426
2025-10,Norðurland eystra,Allir,497
2025-11,Norðurland eystra,Allir,580
2025-12,Norðurland eystra,Allir,651
2026-01,Norðurland eystra,Allir,675
2026-02,Norðurland eystra,Allir,622
2026-03,Norðurland eystra,Allir,582
2000-02,Norðurland eystra,Karlar,157
2000-03,Norðurland eystra,Karlar,129
2000-04,Norðurland eystra,Karlar,116
2000-05,Norðurland eystra,Karlar,81
2000-06,Norðurland eystra,Karlar,51
2000-07,Norðurland eystra,Karlar,49
2000-08,Norðurland eystra,Karlar,55
2000-09,Norðurland eystra,Karlar,45
2000-10,Norðurland eystra,Karlar,62
2000-11,Norðurland eystra,Karlar,115
2000-12,Norðurland eystra,Karlar,157
2001-01,Norðurland eystra,Karlar,207
2001-02,Norðurland eystra,Karlar,201
2001-03,Norðurland eystra,Karlar,198
2001-04,Norðurland eystra,Karlar,201
2001-05,Norðurland eystra,Karlar,110
2001-06,Norðurland eystra,Karlar,75
2001-07,Norðurland eystra,Karlar,87
2001-08,Norðurland eystra,Karlar,71
2001-09,Norðurland eystra,Karlar,104
2001-10,Norðurland eystra,Karlar,132
2001-11,Norðurland eystra,Karlar,186
2001-12,Norðurland eystra,Karlar,287
2002-01,Norðurland eystra,Karlar,304
2002-02,Norðurland eystra,Karlar,264
2002-03,Norðurland eystra,Karlar,221
2002-04,Norðurland eystra,Karlar,189
2002-05,Norðurland eystra,Karlar,159
2002-06,Norðurland eystra,Karlar,135
2002-07,Norðurland eystra,Karlar,122
2002-08,Norðurland eystra,Karlar,98
2002-09,Norðurland eystra,Karlar,121
2002-10,Norðurland eystra,Karlar,168
2002-11,Norðurland eystra,Karlar,218
2002-12,Norðurland eystra,Karlar,283
2003-01,Norðurland eystra,Karlar,327
2003-02,Norðurland eystra,Karlar,345
2003-03,Norðurland eystra,Karlar,310
2003-04,Norðurland eystra,Karlar,284
2003-05,Norðurland eystra,Karlar,219
2003-06,Norðurland eystra,Karlar,166
2003-07,Norðurland eystra,Karlar,128
2003-08,Norðurland eystra,Karlar,113
2003-09,Norðurland eystra,Karlar,140
2003-10,Norðurland eystra,Karlar,176
2003-11,Norðurland eystra,Karlar,193
2003-12,Norðurland eystra,Karlar,245
2004-01,Norðurland eystra,Karlar,228
2004-02,Norðurland eystra,Karlar,220
2004-03,Norðurland eystra,Karlar,202
2004-04,Norðurland eystra,Karlar,198
2004-05,Norðurland eystra,Karlar,207
2004-06,Norðurland eystra,Karlar,164
2004-07,Norðurland eystra,Karlar,160
2004-08,Norðurland eystra,Karlar,157
2004-09,Norðurland eystra,Karlar,170
2004-10,Norðurland eystra,Karlar,190
2004-11,Norðurland eystra,Karlar,232
2004-12,Norðurland eystra,Karlar,306
2005-01,Norðurland eystra,Karlar,265
2005-02,Norðurland eystra,Karlar,227
2005-03,Norðurland eystra,Karlar,193
2005-04,Norðurland eystra,Karlar,165
2005-05,Norðurland eystra,Karlar,150
2005-06,Norðurland eystra,Karlar,134
2005-07,Norðurland eystra,Karlar,128
2005-08,Norðurland eystra,Karlar,125
2005-09,Norðurland eystra,Karlar,117
2005-10,Norðurland eystra,Karlar,156
2005-11,Norðurland eystra,Karlar,182
2005-12,Norðurland eystra,Karlar,183
2006-01,Norðurland eystra,Karlar,178
2006-02,Norðurland eystra,Karlar,172
2006-03,Norðurland eystra,Karlar,152
2006-04,Norðurland eystra,Karlar,138
2006-05,Norðurland eystra,Karlar,130
2006-06,Norðurland eystra,Karlar,104
2006-07,Norðurland eystra,Karlar,134
2006-08,Norðurland eystra,Karlar,91
2006-09,Norðurland eystra,Karlar,101
2006-10,Norðurland eystra,Karlar,112
2006-11,Norðurland eystra,Karlar,136
2006-12,Norðurland eystra,Karlar,143
2007-01,Norðurland eystra,Karlar,141
2007-02,Norðurland eystra,Karlar,143
2007-03,Norðurland eystra,Karlar,137
2007-04,Norðurland eystra,Karlar,129
2007-05,Norðurland eystra,Karlar,103
2007-06,Norðurland eystra,Karlar,99
2007-07,Norðurland eystra,Karlar,93
2007-08,Norðurland eystra,Karlar,74
2007-09,Norðurland eystra,Karlar,89
2007-10,Norðurland eystra,Karlar,92
2007-11,Norðurland eystra,Karlar,116
2007-12,Norðurland eystra,Karlar,142
2008-01,Norðurland eystra,Karlar,142
2008-02,Norðurland eystra,Karlar,137
2008-03,Norðurland eystra,Karlar,147
2008-04,Norðurland eystra,Karlar,128
2008-05,Norðurland eystra,Karlar,138
2008-06,Norðurland eystra,Karlar,108
2008-07,Norðurland eystra,Karlar,122
2008-08,Norðurland eystra,Karlar,114
2008-09,Norðurland eystra,Karlar,137
2008-10,Norðurland eystra,Karlar,236
2008-11,Norðurland eystra,Karlar,366
2008-12,Norðurland eystra,Karlar,580
2009-01,Norðurland eystra,Karlar,806
2009-02,Norðurland eystra,Karlar,1034
2009-03,Norðurland eystra,Karlar,988
2009-04,Norðurland eystra,Karlar,901
2009-05,Norðurland eystra,Karlar,751
2009-06,Norðurland eystra,Karlar,619
2009-07,Norðurland eystra,Karlar,564
2009-08,Norðurland eystra,Karlar,530
2009-09,Norðurland eystra,Karlar,498
2009-10,Norðurland eystra,Karlar,574
2009-11,Norðurland eystra,Karlar,652
2009-12,Norðurland eystra,Karlar,745
2010-01,Norðurland eystra,Karlar,817
2010-02,Norðurland eystra,Karlar,770
2010-03,Norðurland eystra,Karlar,756
2010-04,Norðurland eystra,Karlar,677
2010-05,Norðurland eystra,Karlar,584
2010-06,Norðurland eystra,Karlar,492
2010-07,Norðurland eystra,Karlar,461
2010-08,Norðurland eystra,Karlar,422
2010-09,Norðurland eystra,Karlar,431
2010-10,Norðurland eystra,Karlar,497
2010-11,Norðurland eystra,Karlar,571
2010-12,Norðurland eystra,Karlar,648
2011-01,Norðurland eystra,Karlar,663
2011-02,Norðurland eystra,Karlar,642
2011-03,Norðurland eystra,Karlar,589
2011-04,Norðurland eystra,Karlar,506
2011-05,Norðurland eystra,Karlar,424
2011-06,Norðurland eystra,Karlar,340
2011-07,Norðurland eystra,Karlar,333
2011-08,Norðurland eystra,Karlar,337
2011-09,Norðurland eystra,Karlar,311
2011-10,Norðurland eystra,Karlar,348
2011-11,Norðurland eystra,Karlar,381
2011-12,Norðurland eystra,Karlar,467
2012-01,Norðurland eystra,Karlar,445
2012-02,Norðurland eystra,Karlar,445
2012-03,Norðurland eystra,Karlar,383
2012-04,Norðurland eystra,Karlar,350
2012-05,Norðurland eystra,Karlar,273
2012-06,Norðurland eystra,Karlar,201
2012-07,Norðurland eystra,Karlar,202
2012-08,Norðurland eystra,Karlar,192
2012-09,Norðurland eystra,Karlar,210
2012-10,Norðurland eystra,Karlar,260
2012-11,Norðurland eystra,Karlar,311
2012-12,Norðurland eystra,Karlar,358
2013-01,Norðurland eystra,Karlar,362
2013-02,Norðurland eystra,Karlar,346
2013-03,Norðurland eystra,Karlar,331
2013-04,Norðurland eystra,Karlar,282
2013-05,Norðurland eystra,Karlar,237
2013-06,Norðurland eystra,Karlar,181
2013-07,Norðurland eystra,Karlar,171
2013-08,Norðurland eystra,Karlar,177
2013-09,Norðurland eystra,Karlar,180
2013-10,Norðurland eystra,Karlar,231
2013-11,Norðurland eystra,Karlar,275
2013-12,Norðurland eystra,Karlar,327
2014-01,Norðurland eystra,Karlar,327
2014-02,Norðurland eystra,Karlar,313
2014-03,Norðurland eystra,Karlar,310
2014-04,Norðurland eystra,Karlar,290
2014-05,Norðurland eystra,Karlar,229
2014-06,Norðurland eystra,Karlar,169
2014-07,Norðurland eystra,Karlar,155
2014-08,Norðurland eystra,Karlar,153
2014-09,Norðurland eystra,Karlar,167
2014-10,Norðurland eystra,Karlar,207
2014-11,Norðurland eystra,Karlar,232
2014-12,Norðurland eystra,Karlar,262
2015-01,Norðurland eystra,Karlar,294
2015-02,Norðurland eystra,Karlar,263
2015-03,Norðurland eystra,Karlar,258
2015-04,Norðurland eystra,Karlar,256
2015-05,Norðurland eystra,Karlar,189
2015-06,Norðurland eystra,Karlar,139
2015-07,Norðurland eystra,Karlar,133
2015-08,Norðurland eystra,Karlar,137
2015-09,Norðurland eystra,Karlar,142
2015-10,Norðurland eystra,Karlar,161
2015-11,Norðurland eystra,Karlar,196
2015-12,Norðurland eystra,Karlar,216
2016-01,Norðurland eystra,Karlar,252
2016-02,Norðurland eystra,Karlar,217
2016-03,Norðurland eystra,Karlar,204
2016-04,Norðurland eystra,Karlar,187
2016-05,Norðurland eystra,Karlar,144
2016-06,Norðurland eystra,Karlar,119
2016-07,Norðurland eystra,Karlar,101
2016-08,Norðurland eystra,Karlar,104
2016-09,Norðurland eystra,Karlar,109
2016-10,Norðurland eystra,Karlar,139
2016-11,Norðurland eystra,Karlar,161
2016-12,Norðurland eystra,Karlar,335
2017-01,Norðurland eystra,Karlar,442
2017-02,Norðurland eystra,Karlar,283
2017-03,Norðurland eystra,Karlar,234
2017-04,Norðurland eystra,Karlar,202
2017-05,Norðurland eystra,Karlar,169
2017-06,Norðurland eystra,Karlar,164
2017-07,Norðurland eystra,Karlar,150
2017-08,Norðurland eystra,Karlar,152
2017-09,Norðurland eystra,Karlar,148
2017-10,Norðurland eystra,Karlar,163
2017-11,Norðurland eystra,Karlar,200
2017-12,Norðurland eystra,Karlar,219
2018-01,Norðurland eystra,Karlar,240
2018-02,Norðurland eystra,Karlar,236
2018-03,Norðurland eystra,Karlar,209
2018-04,Norðurland eystra,Karlar,191
2018-05,Norðurland eystra,Karlar,164
2018-06,Norðurland eystra,Karlar,142
2018-07,Norðurland eystra,Karlar,141
2018-08,Norðurland eystra,Karlar,150
2018-09,Norðurland eystra,Karlar,153
2018-10,Norðurland eystra,Karlar,182
2018-11,Norðurland eystra,Karlar,230
2018-12,Norðurland eystra,Karlar,264
2019-01,Norðurland eystra,Karlar,312
2019-02,Norðurland eystra,Karlar,305
2019-03,Norðurland eystra,Karlar,325
2019-04,Norðurland eystra,Karlar,306
2019-05,Norðurland eystra,Karlar,281
2019-06,Norðurland eystra,Karlar,263
2019-07,Norðurland eystra,Karlar,242
2019-08,Norðurland eystra,Karlar,256
2019-09,Norðurland eystra,Karlar,237
2019-10,Norðurland eystra,Karlar,280
2019-11,Norðurland eystra,Karlar,328
2019-12,Norðurland eystra,Karlar,352
2020-01,Norðurland eystra,Karlar,402
2020-02,Norðurland eystra,Karlar,423
2020-03,Norðurland eystra,Karlar,569
2020-04,Norðurland eystra,Karlar,2211
2020-05,Norðurland eystra,Karlar,1262
2020-06,Norðurland eystra,Karlar,713
2020-07,Norðurland eystra,Karlar,611
2020-08,Norðurland eystra,Karlar,658
2020-09,Norðurland eystra,Karlar,672
2020-10,Norðurland eystra,Karlar,815
2020-11,Norðurland eystra,Karlar,966
2020-12,Norðurland eystra,Karlar,1000
2021-01,Norðurland eystra,Karlar,1005
2021-02,Norðurland eystra,Karlar,905
2021-03,Norðurland eystra,Karlar,835
2021-04,Norðurland eystra,Karlar,795
2021-05,Norðurland eystra,Karlar,621
2021-06,Norðurland eystra,Karlar,336
2021-07,Norðurland eystra,Karlar,317
