manudur,svaedi,kyn_eda_rikisfang,fjoldi
2005-06,Höfuðborgarsvæðið,Karlar,941
2005-07,Höfuðborgarsvæðið,Karlar,874
2005-08,Höfuðborgarsvæðið,Karlar,790
2005-09,Höfuðborgarsvæðið,Karlar,730
2005-10,Höfuðborgarsvæðið,Karlar,688
2005-11,Höfuðborgarsvæðið,Karlar,699
2005-12,Höfuðborgarsvæðið,Karlar,688
2006-01,Höfuðborgarsvæðið,Karlar,693
2006-02,Höfuðborgarsvæðið,Karlar,697
2006-03,Höfuðborgarsvæðið,Karlar,654
2006-04,Höfuðborgarsvæðið,Karlar,638
2006-05,Höfuðborgarsvæðið,Karlar,601
2006-06,Höfuðborgarsvæðið,Karlar,636
2006-07,Höfuðborgarsvæðið,Karlar,669
2006-08,Höfuðborgarsvæðið,Karlar,547
2006-09,Höfuðborgarsvæðið,Karlar,500
2006-10,Höfuðborgarsvæðið,Karlar,553
2006-11,Höfuðborgarsvæðið,Karlar,528
2006-12,Höfuðborgarsvæðið,Karlar,574
2007-01,Höfuðborgarsvæðið,Karlar,546
2007-02,Höfuðborgarsvæðið,Karlar,601
2007-03,Höfuðborgarsvæðið,Karlar,575
2007-04,Höfuðborgarsvæðið,Karlar,516
2007-05,Höfuðborgarsvæðið,Karlar,508
2007-06,Höfuðborgarsvæðið,Karlar,434
2007-07,Höfuðborgarsvæðið,Karlar,404
2007-08,Höfuðborgarsvæðið,Karlar,379
2007-09,Höfuðborgarsvæðið,Karlar,330
2007-10,Höfuðborgarsvæðið,Karlar,321
2007-11,Höfuðborgarsvæðið,Karlar,331
2007-12,Höfuðborgarsvæðið,Karlar,339
2008-01,Höfuðborgarsvæðið,Karlar,393
2008-02,Höfuðborgarsvæðið,Karlar,403
2008-03,Höfuðborgarsvæðið,Karlar,490
2008-04,Höfuðborgarsvæðið,Karlar,469
2008-05,Höfuðborgarsvæðið,Karlar,493
2008-06,Höfuðborgarsvæðið,Karlar,555
2008-07,Höfuðborgarsvæðið,Karlar,621
2008-08,Höfuðborgarsvæðið,Karlar,680
2008-09,Höfuðborgarsvæðið,Karlar,816
2008-10,Höfuðborgarsvæðið,Karlar,1429
2008-11,Höfuðborgarsvæðið,Karlar,2407
2008-12,Höfuðborgarsvæðið,Karlar,3554
2009-01,Höfuðborgarsvæðið,Karlar,5026
2009-02,Höfuðborgarsvæðið,Karlar,6490
2009-03,Höfuðborgarsvæðið,Karlar,7175
2009-04,Höfuðborgarsvæðið,Karlar,7223
2009-05,Höfuðborgarsvæðið,Karlar,7062
2009-06,Höfuðborgarsvæðið,Karlar,6682
2009-07,Höfuðborgarsvæðið,Karlar,6447
2009-08,Höfuðborgarsvæðið,Karlar,6075
2009-09,Höfuðborgarsvæðið,Karlar,5791
2009-10,Höfuðborgarsvæðið,Karlar,5914
2009-11,Höfuðborgarsvæðið,Karlar,6048
2009-12,Höfuðborgarsvæðið,Karlar,6068
2010-01,Höfuðborgarsvæðið,Karlar,6463
2010-02,Höfuðborgarsvæðið,Karlar,6670
2010-03,Höfuðborgarsvæðið,Karlar,6578
2010-04,Höfuðborgarsvæðið,Karlar,6329
2010-05,Höfuðborgarsvæðið,Karlar,5875
2010-06,Höfuðborgarsvæðið,Karlar,5433
2010-07,Höfuðborgarsvæðið,Karlar,5249
2010-08,Höfuðborgarsvæðið,Karlar,5010
2010-09,Höfuðborgarsvæðið,Karlar,4977
2010-10,Höfuðborgarsvæðið,Karlar,5207
2010-11,Höfuðborgarsvæðið,Karlar,5288
2010-12,Höfuðborgarsvæðið,Karlar,5368
2011-01,Höfuðborgarsvæðið,Karlar,5593
2011-02,Höfuðborgarsvæðið,Karlar,5684
2011-03,Höfuðborgarsvæðið,Karlar,5685
2011-04,Höfuðborgarsvæðið,Karlar,5356
2011-05,Höfuðborgarsvæðið,Karlar,5033
2011-06,Höfuðborgarsvæðið,Karlar,4715
2011-07,Höfuðborgarsvæðið,Karlar,4559
2011-08,Höfuðborgarsvæðið,Karlar,4476
2011-09,Höfuðborgarsvæðið,Karlar,4291
2011-10,Höfuðborgarsvæðið,Karlar,4361
2011-11,Höfuðborgarsvæðið,Karlar,4522
2011-12,Höfuðborgarsvæðið,Karlar,4607
2012-01,Höfuðborgarsvæðið,Karlar,4608
2012-02,Höfuðborgarsvæðið,Karlar,4619
2012-03,Höfuðborgarsvæðið,Karlar,4451
2012-04,Höfuðborgarsvæðið,Karlar,4027
2012-05,Höfuðborgarsvæðið,Karlar,3529
2012-06,Höfuðborgarsvæðið,Karlar,3095
2012-07,Höfuðborgarsvæðið,Karlar,2952
2012-08,Höfuðborgarsvæðið,Karlar,2898
2012-09,Höfuðborgarsvæðið,Karlar,2884
2012-10,Höfuðborgarsvæðið,Karlar,3019
2012-11,Höfuðborgarsvæðið,Karlar,3211
2012-12,Höfuðborgarsvæðið,Karlar,3275
2013-01,Höfuðborgarsvæðið,Karlar,3126
2013-02,Höfuðborgarsvæðið,Karlar,3144
2013-03,Höfuðborgarsvæðið,Karlar,3037
2013-04,Höfuðborgarsvæðið,Karlar,2797
2013-05,Höfuðborgarsvæðið,Karlar,2563
2013-06,Höfuðborgarsvæðið,Karlar,2354
2013-07,Höfuðborgarsvæðið,Karlar,2255
2013-08,Höfuðborgarsvæðið,Karlar,2189
2013-09,Höfuðborgarsvæðið,Karlar,2112
2013-10,Höfuðborgarsvæðið,Karlar,2180
2013-11,Höfuðborgarsvæðið,Karlar,2287
2013-12,Höfuðborgarsvæðið,Karlar,2357
2014-01,Höfuðborgarsvæðið,Karlar,2520
2014-02,Höfuðborgarsvæðið,Karlar,2438
2014-03,Höfuðborgarsvæðið,Karlar,2457
2014-04,Höfuðborgarsvæðið,Karlar,2256
2014-05,Höfuðborgarsvæðið,Karlar,2033
2014-06,Höfuðborgarsvæðið,Karlar,1879
2014-07,Höfuðborgarsvæðið,Karlar,1831
2014-08,Höfuðborgarsvæðið,Karlar,1755
2014-09,Höfuðborgarsvæðið,Karlar,1695
2014-10,Höfuðborgarsvæðið,Karlar,1778
2014-11,Höfuðborgarsvæðið,Karlar,1790
2014-12,Höfuðborgarsvæðið,Karlar,1846
2015-01,Höfuðborgarsvæðið,Karlar,1913
2015-02,Höfuðborgarsvæðið,Karlar,1918
2015-03,Höfuðborgarsvæðið,Karlar,1959
2015-04,Höfuðborgarsvæðið,Karlar,1864
2015-05,Höfuðborgarsvæðið,Karlar,1682
2015-06,Höfuðborgarsvæðið,Karlar,1551
2015-07,Höfuðborgarsvæðið,Karlar,1497
2015-08,Höfuðborgarsvæðið,Karlar,1412
2015-09,Höfuðborgarsvæðið,Karlar,1360
2015-10,Höfuðborgarsvæðið,Karlar,1436
2015-11,Höfuðborgarsvæðið,Karlar,1489
2015-12,Höfuðborgarsvæðið,Karlar,1508
2016-01,Höfuðborgarsvæðið,Karlar,1625
2016-02,Höfuðborgarsvæðið,Karlar,1641
2016-03,Höfuðborgarsvæðið,Karlar,1603
2016-04,Höfuðborgarsvæðið,Karlar,1450
2016-05,Höfuðborgarsvæðið,Karlar,1322
2016-06,Höfuðborgarsvæðið,Karlar,1282
2016-07,Höfuðborgarsvæðið,Karlar,1214
2016-08,Höfuðborgarsvæðið,Karlar,1180
2016-09,Höfuðborgarsvæðið,Karlar,1136
2016-10,Höfuðborgarsvæðið,Karlar,1170
2016-11,Höfuðborgarsvæðið,Karlar,1239
2016-12,Höfuðborgarsvæðið,Karlar,1242
2017-01,Höfuðborgarsvæðið,Karlar,1420
2017-02,Höfuðborgarsvæðið,Karlar,1373
2017-03,Höfuðborgarsvæðið,Karlar,1377
2017-04,Höfuðborgarsvæðið,Karlar,1291
2017-05,Höfuðborgarsvæðið,Karlar,1228
2017-06,Höfuðborgarsvæðið,Karlar,1195
2017-07,Höfuðborgarsvæðið,Karlar,1174
2017-08,Höfuðborgarsvæðið,Karlar,1221
2017-09,Höfuðborgarsvæðið,Karlar,1219
2017-10,Höfuðborgarsvæðið,Karlar,1276
2017-11,Höfuðborgarsvæðið,Karlar,1394
2017-12,Höfuðborgarsvæðið,Karlar,1445
2018-01,Höfuðborgarsvæðið,Karlar,1583
2018-02,Höfuðborgarsvæðið,Karlar,1625
2018-03,Höfuðborgarsvæðið,Karlar,1645
2018-04,Höfuðborgarsvæðið,Karlar,1596
2018-05,Höfuðborgarsvæðið,Karlar,1618
2018-06,Höfuðborgarsvæðið,Karlar,1599
2018-07,Höfuðborgarsvæðið,Karlar,1616
2018-08,Höfuðborgarsvæðið,Karlar,1663
2018-09,Höfuðborgarsvæðið,Karlar,1613
2018-10,Höfuðborgarsvæðið,Karlar,1706
2018-11,Höfuðborgarsvæðið,Karlar,1799
2018-12,Höfuðborgarsvæðið,Karlar,1807
2019-01,Höfuðborgarsvæðið,Karlar,2080
2019-02,Höfuðborgarsvæðið,Karlar,2154
2019-03,Höfuðborgarsvæðið,Karlar,2480
2019-04,Höfuðborgarsvæðið,Karlar,2620
2019-05,Höfuðborgarsvæðið,Karlar,2620
2019-06,Höfuðborgarsvæðið,Karlar,2605
2019-07,Höfuðborgarsvæðið,Karlar,2635
2019-08,Höfuðborgarsvæðið,Karlar,2631
2019-09,Höfuðborgarsvæðið,Karlar,2658
2019-10,Höfuðborgarsvæðið,Karlar,2870
2019-11,Höfuðborgarsvæðið,Karlar,3055
2019-12,Höfuðborgarsvæðið,Karlar,3180
2020-01,Höfuðborgarsvæðið,Karlar,3552
2020-02,Höfuðborgarsvæðið,Karlar,3645
2020-03,Höfuðborgarsvæðið,Karlar,5262
2020-04,Höfuðborgarsvæðið,Karlar,18473
2020-05,Höfuðborgarsvæðið,Karlar,12550
2020-06,Höfuðborgarsvæðið,Karlar,8546
2020-07,Höfuðborgarsvæðið,Karlar,7700
2020-08,Höfuðborgarsvæðið,Karlar,7870
2020-09,Höfuðborgarsvæðið,Karlar,7875
2020-10,Höfuðborgarsvæðið,Karlar,8887
2020-11,Höfuðborgarsvæðið,Karlar,9386
2020-12,Höfuðborgarsvæðið,Karlar,9411
2021-01,Höfuðborgarsvæðið,Karlar,9472
2021-02,Höfuðborgarsvæðið,Karlar,9280
2021-03,Höfuðborgarsvæðið,Karlar,9127
2021-04,Höfuðborgarsvæðið,Karlar,8801
2021-05,Höfuðborgarsvæðið,Karlar,7757
2021-06,Höfuðborgarsvæðið,Karlar,5388
2021-07,Höfuðborgarsvæðið,Karlar,4774
2021-08,Höfuðborgarsvæðið,Karlar,4496
2021-09,Höfuðborgarsvæðið,Karlar,4087
2021-10,Höfuðborgarsvæðið,Karlar,3901
2021-11,Höfuðborgarsvæðið,Karlar,3895
2021-12,Höfuðborgarsvæðið,Karlar,3882
2022-01,Höfuðborgarsvæðið,Karlar,4057
2022-02,Höfuðborgarsvæðið,Karlar,3953
2022-03,Höfuðborgarsvæðið,Karlar,3717
2022-04,Höfuðborgarsvæðið,Karlar,3567
2022-05,Höfuðborgarsvæðið,Karlar,3044
2022-06,Höfuðborgarsvæðið,Karlar,2838
2022-07,Höfuðborgarsvæðið,Karlar,2724
2022-08,Höfuðborgarsvæðið,Karlar,2649
2022-09,Höfuðborgarsvæðið,Karlar,2520
2022-10,Höfuðborgarsvæðið,Karlar,2482
2022-11,Höfuðborgarsvæðið,Karlar,2437
2022-12,Höfuðborgarsvæðið,Karlar,2499
2023-01,Höfuðborgarsvæðið,Karlar,2611
2023-02,Höfuðborgarsvæðið,Karlar,2672
2023-03,Höfuðborgarsvæðið,Karlar,2611
2023-04,Höfuðborgarsvæðið,Karlar,2478
2023-05,Höfuðborgarsvæðið,Karlar,2406
2023-06,Höfuðborgarsvæðið,Karlar,2367
2023-07,Höfuðborgarsvæðið,Karlar,2300
2023-08,Höfuðborgarsvæðið,Karlar,2280
2023-09,Höfuðborgarsvæðið,Karlar,2295
2023-10,Höfuðborgarsvæðið,Karlar,2382
2023-11,Höfuðborgarsvæðið,Karlar,2572
2023-12,Höfuðborgarsvæðið,Karlar,2638
2024-01,Höfuðborgarsvæðið,Karlar,2799
2024-02,Höfuðborgarsvæðið,Karlar,2865
2024-03,Höfuðborgarsvæðið,Karlar,2900
2024-04,Höfuðborgarsvæðið,Karlar,2810
2024-05,Höfuðborgarsvæðið,Karlar,2778
2024-06,Höfuðborgarsvæðið,Karlar,2607
2024-07,Höfuðborgarsvæðið,Karlar,2645
2024-08,Höfuðborgarsvæðið,Karlar,2624
2024-09,Höfuðborgarsvæðið,Karlar,2621
2024-10,Höfuðborgarsvæðið,Karlar,2672
2024-11,Höfuðborgarsvæðið,Karlar,2823
2024-12,Höfuðborgarsvæðið,Karlar,2939
2025-01,Höfuðborgarsvæðið,Karlar,3222
2025-02,Höfuðborgarsvæðið,Karlar,3343
2025-03,Höfuðborgarsvæðið,Karlar,3309
2025-04,Höfuðborgarsvæðið,Karlar,3237
2025-05,Höfuðborgarsvæðið,Karlar,3105
2025-06,Höfuðborgarsvæðið,Karlar,3048
2025-07,Höfuðborgarsvæðið,Karlar,3084
2025-08,Höfuðborgarsvæðið,Karlar,3022
2025-09,Höfuðborgarsvæðið,Karlar,3046
2025-10,Höfuðborgarsvæðið,Karlar,3256
2025-11,Höfuðborgarsvæðið,Karlar,3385
2025-12,Höfuðborgarsvæðið,Karlar,3610
2026-01,Höfuðborgarsvæðið,Karlar,3846
2026-02,Höfuðborgarsvæðið,Karlar,3866
2026-03,Höfuðborgarsvæðið,Karlar,3952
2000-02,Höfuðborgarsvæðið,Konur,973
2000-03,Höfuðborgarsvæðið,Konur,954
2000-04,Höfuðborgarsvæðið,Konur,925
2000-05,Höfuðborgarsvæðið,Konur,894
2000-06,Höfuðborgarsvæðið,Konur,994
2000-07,Höfuðborgarsvæðið,Konur,965
2000-08,Höfuðborgarsvæðið,Konur,802
2000-09,Höfuðborgarsvæðið,Konur,634
2000-10,Höfuðborgarsvæðið,Konur,621
2000-11,Höfuðborgarsvæðið,Konur,603
2000-12,Höfuðborgarsvæðið,Konur,621
2001-01,Höfuðborgarsvæðið,Konur,661
2001-02,Höfuðborgarsvæðið,Konur,649
2001-03,Höfuðborgarsvæðið,Konur,635
2001-04,Höfuðborgarsvæðið,Konur,681
2001-05,Höfuðborgarsvæðið,Konur,749
2001-06,Höfuðborgarsvæðið,Konur,897
2001-07,Höfuðborgarsvæðið,Konur,894
2001-08,Höfuðborgarsvæðið,Konur,754
2001-09,Höfuðborgarsvæðið,Konur,695
2001-10,Höfuðborgarsvæðið,Konur,742
2001-11,Höfuðborgarsvæðið,Konur,858
2001-12,Höfuðborgarsvæðið,Konur,870
2002-01,Höfuðborgarsvæðið,Konur,1075
2002-02,Höfuðborgarsvæðið,Konur,1169
2002-03,Höfuðborgarsvæðið,Konur,1285
2002-04,Höfuðborgarsvæðið,Konur,1334
2002-05,Höfuðborgarsvæðið,Konur,1460
2002-06,Höfuðborgarsvæðið,Konur,1538
2002-07,Höfuðborgarsvæðið,Konur,1626
2002-08,Höfuðborgarsvæðið,Konur,1396
2002-09,Höfuðborgarsvæðið,Konur,1260
2002-10,Höfuðborgarsvæðið,Konur,1341
2002-11,Höfuðborgarsvæðið,Konur,1381
2002-12,Höfuðborgarsvæðið,Konur,1416
2003-01,Höfuðborgarsvæðið,Konur,1604
2003-02,Höfuðborgarsvæðið,Konur,1739
2003-03,Höfuðborgarsvæðið,Konur,1757
2003-04,Höfuðborgarsvæðið,Konur,1710
2003-05,Höfuðborgarsvæðið,Konur,2007
2003-06,Höfuðborgarsvæðið,Konur,2055
2003-07,Höfuðborgarsvæðið,Konur,2027
2003-08,Höfuðborgarsvæðið,Konur,1772
2003-09,Höfuðborgarsvæðið,Konur,1558
2003-10,Höfuðborgarsvæðið,Konur,1533
2003-11,Höfuðborgarsvæðið,Konur,1583
2003-12,Höfuðborgarsvæðið,Konur,1547
2004-01,Höfuðborgarsvæðið,Konur,1622
2004-02,Höfuðborgarsvæðið,Konur,1667
2004-03,Höfuðborgarsvæðið,Konur,1684
2004-04,Höfuðborgarsvæðið,Konur,1713
2004-05,Höfuðborgarsvæðið,Konur,2009
2004-06,Höfuðborgarsvæðið,Konur,2082
2004-07,Höfuðborgarsvæðið,Konur,2064
2004-08,Höfuðborgarsvæðið,Konur,1884
2004-09,Höfuðborgarsvæðið,Konur,1607
2004-10,Höfuðborgarsvæðið,Konur,1539
2004-11,Höfuðborgarsvæðið,Konur,1520
2004-12,Höfuðborgarsvæðið,Konur,1499
2005-01,Höfuðborgarsvæðið,Konur,1537
2005-02,Höfuðborgarsvæðið,Konur,1515
2005-03,Höfuðborgarsvæðið,Konur,1382
2005-04,Höfuðborgarsvæðið,Konur,1340
2005-05,Höfuðborgarsvæðið,Konur,1502
2005-06,Höfuðborgarsvæðið,Konur,1532
2005-07,Höfuðborgarsvæðið,Konur,1554
2005-08,Höfuðborgarsvæðið,Konur,1121
2005-09,Höfuðborgarsvæðið,Konur,887
2005-10,Höfuðborgarsvæðið,Konur,798
2005-11,Höfuðborgarsvæðið,Konur,752
2005-12,Höfuðborgarsvæðið,Konur,720
2006-01,Höfuðborgarsvæðið,Konur,749
2006-02,Höfuðborgarsvæðið,Konur,729
2006-03,Höfuðborgarsvæðið,Konur,691
2006-04,Höfuðborgarsvæðið,Konur,695
2006-05,Höfuðborgarsvæðið,Konur,830
2006-06,Höfuðborgarsvæðið,Konur,921
2006-07,Höfuðborgarsvæðið,Konur,917
2006-08,Höfuðborgarsvæðið,Konur,642
2006-09,Höfuðborgarsvæðið,Konur,524
2006-10,Höfuðborgarsvæðið,Konur,501
2006-11,Höfuðborgarsvæðið,Konur,466
2006-12,Höfuðborgarsvæðið,Konur,517
2007-01,Höfuðborgarsvæðið,Konur,516
2007-02,Höfuðborgarsvæðið,Konur,527
2007-03,Höfuðborgarsvæðið,Konur,493
2007-04,Höfuðborgarsvæðið,Konur,469
2007-05,Höfuðborgarsvæðið,Konur,571
2007-06,Höfuðborgarsvæðið,Konur,570
2007-07,Höfuðborgarsvæðið,Konur,538
2007-08,Höfuðborgarsvæðið,Konur,470
2007-09,Höfuðborgarsvæðið,Konur,399
2007-10,Höfuðborgarsvæðið,Konur,375
2007-11,Höfuðborgarsvæðið,Konur,331
2007-12,Höfuðborgarsvæðið,Konur,324
2008-01,Höfuðborgarsvæðið,Konur,367
2008-02,Höfuðborgarsvæðið,Konur,390
2008-03,Höfuðborgarsvæðið,Konur,412
2008-04,Höfuðborgarsvæðið,Konur,416
2008-05,Höfuðborgarsvæðið,Konur,513
2008-06,Höfuðborgarsvæðið,Konur,626
2008-07,Höfuðborgarsvæðið,Konur,674
2008-08,Höfuðborgarsvæðið,Konur,675
2008-09,Höfuðborgarsvæðið,Konur,688
2008-10,Höfuðborgarsvæðið,Konur,973
2008-11,Höfuðborgarsvæðið,Konur,1489
2008-12,Höfuðborgarsvæðið,Konur,1934
2009-01,Höfuðborgarsvæðið,Konur,2741
2009-02,Höfuðborgarsvæðið,Konur,3465
2009-03,Höfuðborgarsvæðið,Konur,3842
2009-04,Höfuðborgarsvæðið,Konur,3980
2009-05,Höfuðborgarsvæðið,Konur,4137
2009-06,Höfuðborgarsvæðið,Konur,4445
2009-07,Höfuðborgarsvæðið,Konur,4539
2009-08,Höfuðborgarsvæðið,Konur,4287
2009-09,Höfuðborgarsvæðið,Konur,3872
2009-10,Höfuðborgarsvæðið,Konur,3987
2009-11,Höfuðborgarsvæðið,Konur,4019
2009-12,Höfuðborgarsvæðið,Konur,4028
2010-01,Höfuðborgarsvæðið,Konur,4232
2010-02,Höfuðborgarsvæðið,Konur,4257
2010-03,Höfuðborgarsvæðið,Konur,4310
2010-04,Höfuðborgarsvæðið,Konur,4288
2010-05,Höfuðborgarsvæðið,Konur,4280
2010-06,Höfuðborgarsvæðið,Konur,4307
2010-07,Höfuðborgarsvæðið,Konur,4272
2010-08,Höfuðborgarsvæðið,Konur,3960
2010-09,Höfuðborgarsvæðið,Konur,3836
2010-10,Höfuðborgarsvæðið,Konur,3905
2010-11,Höfuðborgarsvæðið,Konur,3808
2010-12,Höfuðborgarsvæðið,Konur,3798
2011-01,Höfuðborgarsvæðið,Konur,4008
2011-02,Höfuðborgarsvæðið,Konur,4095
2011-03,Höfuðborgarsvæðið,Konur,4160
2011-04,Höfuðborgarsvæðið,Konur,4080
2011-05,Höfuðborgarsvæðið,Konur,4139
2011-06,Höfuðborgarsvæðið,Konur,4059
2011-07,Höfuðborgarsvæðið,Konur,4131
2011-08,Höfuðborgarsvæðið,Konur,4056
2011-09,Höfuðborgarsvæðið,Konur,3900
2011-10,Höfuðborgarsvæðið,Konur,3905
2011-11,Höfuðborgarsvæðið,Konur,3957
2011-12,Höfuðborgarsvæðið,Konur,3925
2012-01,Höfuðborgarsvæðið,Konur,3530
2012-02,Höfuðborgarsvæðið,Konur,3534
2012-03,Höfuðborgarsvæðið,Konur,3569
2012-04,Höfuðborgarsvæðið,Konur,3459
2012-05,Höfuðborgarsvæðið,Konur,3358
2012-06,Höfuðborgarsvæðið,Konur,3212
2012-07,Höfuðborgarsvæðið,Konur,3265
2012-08,Höfuðborgarsvæðið,Konur,3065
2012-09,Höfuðborgarsvæðið,Konur,2914
2012-10,Höfuðborgarsvæðið,Konur,2910
2012-11,Höfuðborgarsvæðið,Konur,2943
2012-12,Höfuðborgarsvæðið,Konur,3014
2013-01,Höfuðborgarsvæðið,Konur,2952
2013-02,Höfuðborgarsvæðið,Konur,2955
2013-03,Höfuðborgarsvæðið,Konur,2885
2013-04,Höfuðborgarsvæðið,Konur,2858
2013-05,Höfuðborgarsvæðið,Konur,2897
2013-06,Höfuðborgarsvæðið,Konur,2877
2013-07,Höfuðborgarsvæðið,Konur,2962
2013-08,Höfuðborgarsvæðið,Konur,2828
2013-09,Höfuðborgarsvæðið,Konur,2525
2013-10,Höfuðborgarsvæðið,Konur,2537
2013-11,Höfuðborgarsvæðið,Konur,2518
2013-12,Höfuðborgarsvæðið,Konur,2501
2014-01,Höfuðborgarsvæðið,Konur,2625
2014-02,Höfuðborgarsvæðið,Konur,2571
2014-03,Höfuðborgarsvæðið,Konur,2536
2014-04,Höfuðborgarsvæðið,Konur,2508
2014-05,Höfuðborgarsvæðið,Konur,2499
2014-06,Höfuðborgarsvæðið,Konur,2452
2014-07,Höfuðborgarsvæðið,Konur,2497
2014-08,Höfuðborgarsvæðið,Konur,2307
2014-09,Höfuðborgarsvæðið,Konur,2151
2014-10,Höfuðborgarsvæðið,Konur,2165
2014-11,Höfuðborgarsvæðið,Konur,2094
2014-12,Höfuðborgarsvæðið,Konur,2083
2015-01,Höfuðborgarsvæðið,Konur,2087
2015-02,Höfuðborgarsvæðið,Konur,2106
2015-03,Höfuðborgarsvæðið,Konur,2106
2015-04,Höfuðborgarsvæðið,Konur,2113
2015-05,Höfuðborgarsvæðið,Konur,2072
2015-06,Höfuðborgarsvæðið,Konur,2096
2015-07,Höfuðborgarsvæðið,Konur,2107
2015-08,Höfuðborgarsvæðið,Konur,1931
2015-09,Höfuðborgarsvæðið,Konur,1753
2015-10,Höfuðborgarsvæðið,Konur,1763
2015-11,Höfuðborgarsvæðið,Konur,1745
2015-12,Höfuðborgarsvæðið,Konur,1734
2016-01,Höfuðborgarsvæðið,Konur,1807
2016-02,Höfuðborgarsvæðið,Konur,1767
2016-03,Höfuðborgarsvæðið,Konur,1705
2016-04,Höfuðborgarsvæðið,Konur,1709
2016-05,Höfuðborgarsvæðið,Konur,1704
2016-06,Höfuðborgarsvæðið,Konur,1737
2016-07,Höfuðborgarsvæðið,Konur,1718
2016-08,Höfuðborgarsvæðið,Konur,1599
2016-09,Höfuðborgarsvæðið,Konur,1453
2016-10,Höfuðborgarsvæðið,Konur,1450
2016-11,Höfuðborgarsvæðið,Konur,1444
2016-12,Höfuðborgarsvæðið,Konur,1466
2017-01,Höfuðborgarsvæðið,Konur,1531
2017-02,Höfuðborgarsvæðið,Konur,1481
2017-03,Höfuðborgarsvæðið,Konur,1463
2017-04,Höfuðborgarsvæðið,Konur,1380
2017-05,Höfuðborgarsvæðið,Konur,1402
2017-06,Höfuðborgarsvæðið,Konur,1447
2017-07,Höfuðborgarsvæðið,Konur,1502
2017-08,Höfuðborgarsvæðið,Konur,1403
2017-09,Höfuðborgarsvæðið,Konur,1272
2017-10,Höfuðborgarsvæðið,Konur,1320
2017-11,Höfuðborgarsvæðið,Konur,1307
2017-12,Höfuðborgarsvæðið,Konur,1302
2018-01,Höfuðborgarsvæðið,Konur,1375
2018-02,Höfuðborgarsvæðið,Konur,1373
2018-03,Höfuðborgarsvæðið,Konur,1390
2018-04,Höfuðborgarsvæðið,Konur,1376
2018-05,Höfuðborgarsvæðið,Konur,1459
2018-06,Höfuðborgarsvæðið,Konur,1505
2018-07,Höfuðborgarsvæðið,Konur,1556
2018-08,Höfuðborgarsvæðið,Konur,1479
2018-09,Höfuðborgarsvæðið,Konur,1398
2018-10,Höfuðborgarsvæðið,Konur,1468
2018-11,Höfuðborgarsvæðið,Konur,1559
2018-12,Höfuðborgarsvæðið,Konur,1623
2019-01,Höfuðborgarsvæðið,Konur,1776
2019-02,Höfuðborgarsvæðið,Konur,1868
2019-03,Höfuðborgarsvæðið,Konur,2158
2019-04,Höfuðborgarsvæðið,Konur,2312
2019-05,Höfuðborgarsvæðið,Konur,2339
2019-06,Höfuðborgarsvæðið,Konur,2405
2019-07,Höfuðborgarsvæðið,Konur,2493
2019-08,Höfuðborgarsvæðið,Konur,2407
2019-09,Höfuðborgarsvæðið,Konur,2239
2019-10,Höfuðborgarsvæðið,Konur,2316
2019-11,Höfuðborgarsvæðið,Konur,2340
2019-12,Höfuðborgarsvæðið,Konur,2381
2020-01,Höfuðborgarsvæðið,Konur,2606
2020-02,Höfuðborgarsvæðið,Konur,2687
2020-03,Höfuðborgarsvæðið,Konur,3990
2020-04,Höfuðborgarsvæðið,Konur,13992
2020-05,Höfuðborgarsvæðið,Konur,9392
2020-06,Höfuðborgarsvæðið,Konur,6655
2020-07,Höfuðborgarsvæðið,Konur,6410
2020-08,Höfuðborgarsvæðið,Konur,6355
2020-09,Höfuðborgarsvæðið,Konur,6360
2020-10,Höfuðborgarsvæðið,Konur,7500
2020-11,Höfuðborgarsvæðið,Konur,7584
2020-12,Höfuðborgarsvæðið,Konur,7443
2021-01,Höfuðborgarsvæðið,Konur,7357
2021-02,Höfuðborgarsvæðið,Konur,7145
2021-03,Höfuðborgarsvæðið,Konur,7183
2021-04,Höfuðborgarsvæðið,Konur,7060
2021-05,Höfuðborgarsvæðið,Konur,6354
2021-06,Höfuðborgarsvæðið,Konur,4623
2021-07,Höfuðborgarsvæðið,Konur,4126
2021-08,Höfuðborgarsvæðið,Konur,3672
2021-09,Höfuðborgarsvæðið,Konur,3188
2021-10,Höfuðborgarsvæðið,Konur,3022
2021-11,Höfuðborgarsvæðið,Konur,2894
2021-12,Höfuðborgarsvæðið,Konur,2821
2022-01,Höfuðborgarsvæðið,Konur,2851
2022-02,Höfuðborgarsvæðið,Konur,2832
2022-03,Höfuðborgarsvæðið,Konur,2706
2022-04,Höfuðborgarsvæðið,Konur,2640
2022-05,Höfuðborgarsvæðið,Konur,2351
2022-06,Höfuðborgarsvæðið,Konur,2356
2022-07,Höfuðborgarsvæðið,Konur,2291
2022-08,Höfuðborgarsvæðið,Konur,2181
2022-09,Höfuðborgarsvæðið,Konur,2024
2022-10,Höfuðborgarsvæðið,Konur,1983
2022-11,Höfuðborgarsvæðið,Konur,1930
2022-12,Höfuðborgarsvæðið,Konur,1920
2023-01,Höfuðborgarsvæðið,Konur,2022
2023-02,Höfuðborgarsvæðið,Konur,2039
2023-03,Höfuðborgarsvæðið,Konur,2048
2023-04,Höfuðborgarsvæðið,Konur,1992
2023-05,Höfuðborgarsvæðið,Konur,1946
2023-06,Höfuðborgarsvæðið,Konur,1961
